Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",21y 205d,66 (14-1-51 21.97%),40 (0.61),←,
22,"Bain, David",26y 351d,81 (16-1-64 20.37%),43 (0.53),←,
11,"Buckley, Nathan",20y 266d,4 (1-0-3 25.00%),4 (1.00),←,
1,"Champion, Richard",25y 4d,43 (7-1-35 17.44%),20 (0.47),←,
5,"Chapman, Nathan",17y 346d,4 (1-0-3 25.00%),1 (0.25),←,
12,"Clarke, Troy",23y 314d,33 (5-1-27 16.67%),14 (0.42),←,
6,"Fletcher, Adrian",23y 190d,49 (26-0-23 53.06%),25 (0.51),4 (1-0-3 25.00%),5 (1.25)
4,"Gastev, John",28y 250d,115 (36-1-78 31.74%),68 (0.59),85 (19-1-65 22.94%),37 (0.44)
32,"Hart, Shaun",21y 336d,33 (7-1-25 22.73%),5 (0.15),←,
41,"Kennedy, Matthew",23y 73d,42 (7-0-35 16.67%),9 (0.21),←,
23,"Leppitsch, Justin",17y 199d,4 (1-0-3 25.00%),4 (1.00),←,
17,"Leslie, Martin",30y 152d,77 (16-1-60 21.43%),7 (0.09),←,
19,"McLean, Michael",28y 46d,123 (51-2-70 42.28%),36 (0.29),28 (4-0-24 14.29%),13 (0.46)
24,"Merrett, Roger",32y 364d,247 (120-3-124 49.19%),282 (1.14),98 (23-1-74 23.98%),134 (1.37)
27,"Murphy, Michael",27y 222d,22 (7-0-15 31.82%),44 (2.00),3 (1-0-2 33.33%),3 (1.00)
26,"Noonan, Danny",24y 140d,43 (7-1-35 17.44%),17 (0.40),←,
8,"Peos, Paul",25y 80d,54 (25-2-27 48.15%),33 (0.61),3 (1-0-2 33.33%),5 (1.67)
38,"Scott, Dion",23y 17d,8 (2-0-6 25.00%),,2 (1-0-1 50.00%),
15,"Spargo, Paul",26y 191d,82 (37-2-43 46.34%),109 (1.33),1 (0-0-1 0.00%),
3,"Voss, Michael",17y 285d,10 (3-0-7 30.00%),6 (0.60),←,
Totals,Totals,24y 129d,1140 (389-17-734 34.12%),767 (0.67),,
C,"Walls, Robert",42y 271d,247 (123-2-122 50.20%),,48 (8-1-39 17.71%),
