Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",24y 220d,35 (16-1-18 47.14%),20 (0.57),←,
12,"Baguley, Mark",28y 323d,75 (33-1-41 44.67%),2 (0.03),←,
28,"Brown, Mitch",25y 224d,18 (14-0-4 77.78%),11 (0.61),3 (1-0-2 33.33%),2 (0.67)
17,"Cooney, Adam",30y 191d,233 (108-2-123 46.78%),196 (0.84),14 (4-0-10 28.57%),10 (0.71)
51,"Crowley, Ryan",32y 34d,191 (105-1-85 55.24%),117 (0.61),3 (1-0-2 33.33%),1 (0.33)
6,"Daniher, Joe",22y 35d,51 (21-1-29 42.16%),70 (1.37),←,
49,"Dea, Matt",24y 178d,34 (14-1-19 42.65%),1 (0.03),3 (1-0-2 33.33%),
13,"Fantasia, Orazio",20y 207d,10 (3-1-6 35.00%),2 (0.20),←,
8,"Gleeson, Martin",21y 227d,34 (10-1-23 30.88%),4 (0.12),←,
9,"Goddard, Brendon",30y 324d,272 (158-4-110 58.82%),150 (0.55),67 (32-1-34 48.51%),46 (0.69)
42,"Gwilt, James",29y 241d,140 (69-3-68 50.36%),25 (0.18),14 (3-0-11 21.43%),
36,"Hartley, Michael",22y 306d,2 (1-0-1 50.00%),1 (0.50),←,
47,"Kelly, James",32y 101d,276 (186-1-89 67.57%),88 (0.32),3 (1-0-2 33.33%),
38,"Kommer, Nick",25y 193d,21 (13-0-8 61.90%),13 (0.62),←,
30,"Langford, Kyle",19y 129d,11 (3-0-8 27.27%),5 (0.45),←,
22,"Leuenberger, Matthew",27y 306d,111 (36-1-74 32.88%),27 (0.24),3 (1-0-2 33.33%),
43,"McDonald-Tipungwuti, Anthony",22y 352d,3 (1-0-2 33.33%),,←,
20,"Merrett, Jackson",23y 41d,46 (22-0-24 47.83%),20 (0.43),←,
7,"Merrett, Zach",20y 188d,40 (17-1-22 43.75%),17 (0.43),←,
3,"Parish, Darcy",18y 258d,3 (1-0-2 33.33%),1 (0.33),←,
48,"Stokes, Mathew",31y 138d,192 (144-0-48 75.00%),207 (1.08),3 (1-0-2 33.33%),4 (1.33)
11,"Zaharakis, David",26y 47d,129 (62-2-65 48.84%),98 (0.76),←,
Totals,Totals,25y 194d,1927 (1037-21-869 53.81%),1075 (0.56),,
C,"Worsfold, John",47y 196d,284 (150-2-132 53.17%),,3 (1-0-2 33.33%),
