Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",14,4.0,6.0,20,,,,3.0,,,,,,,,,,,,,,,
25,"Bews, Andrew",8,3.0,7.0,15,,,,,,,,,1.0,,,,,,,,,,
1,"Champion, Richard",5,3.0,4.0,9,,,,,,,,,,1.0,,,,,,,,,
16,"Clarke, Matthew",10,6.0,2.0,12,,,11.0,,,,,,3.0,4.0,,,,,,,,,
12,"Clarke, Troy",2,1.0,3.0,5,,,,,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",18,11.0,11.0,29,,,,2.0,,,,,,2.0,,,,,,,,,
29,"Francis, Fabian",4,,6.0,10,,,,5.0,,,,,,1.0,,,,,,,,,
37,"Frigo, Rudi",1,1.0,1.0,2,1.0,,1.0,1.0,,,,,,,,,,,,,,,
4,"Gastev, John",5,1.0,3.0,8,,,,1.0,,,,,2.0,2.0,,,,,,,,,
14,"Hamilton, Shane",19,5.0,7.0,26,1.0,,,4.0,,,,,,1.0,,,,,,,,,
18,"Lambert, Craig",6,,8.0,14,1.0,,,5.0,,,,,2.0,2.0,,,,,,,,,
44,"Lappin, Nigel",9,7.0,1.0,10,,,,1.0,,,,,,,,,,,,,,,
17,"Leslie, Martin",16,6.0,7.0,23,,,,4.0,,,,,2.0,,,,,,,,,,
11,"Lynch, Alastair",16,9.0,3.0,19,5.0,3.0,,,,,,,3.0,1.0,3.0,,,,,,,,
2,"McAdam, Gilbert",11,5.0,4.0,15,1.0,,,,,,,,1.0,,,,,,,,,,
7,"McIvor, Scott",12,4.0,5.0,17,,3.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
19,"McLean, Michael",7,2.0,7.0,14,1.0,,,,,,,,2.0,,,,,,,,,,
24,"Merrett, Roger",7,6.0,2.0,9,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,
8,"Peos, Paul",13,8.0,4.0,17,5.0,4.0,,,,,,,,,,,,,,,,,
22,"Scott, Chris",7,4.0,,7,,,,1.0,,,,,2.0,1.0,,,,,,,,,
33,"White, Darryl",12,8.0,6.0,18,,,,2.0,,,,,1.0,1.0,2.0,,,,,,,,
Totals,Totals,202,94.0,97.0,299,17.0,12.0,12.0,30.0,,,,,21.0,18.0,6.0,,,,,,,,
Opposition,Opposition,168,55.0,130.0,298,11.0,15.0,14.0,28.0,,,,,18.0,21.0,,,,,,,,,
