Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
24,"Adams, Marcus",26y 27d,31 (18-0-13 58.06%),4 (0.13),4 (4-0-0 100.00%),
43,"Answerth, Noah",19y 355d,13 (10-0-3 76.92%),2 (0.15),←,
33,"Bailey, Zac",19y 307d,21 (10-0-11 47.62%),9 (0.43),←,
7,"Berry, Jarrod",21y 172d,51 (19-0-32 37.25%),25 (0.49),←,
23,"Cameron, Charlie",25y 22d,102 (61-1-40 60.29%),141 (1.38),29 (14-0-15 48.28%),54 (1.86)
3,"Christensen, Allen",28y 69d,128 (65-0-63 50.78%),108 (0.84),63 (16-0-47 25.40%),52 (0.83)
27,"Gardiner, Darcy",23y 308d,100 (33-0-67 33.00%),4 (0.04),←,
30,"Hipwood, Eric",21y 317d,69 (24-0-45 34.78%),105 (1.52),←,
2,"Hodge, Luke",35y 42d,340 (195-2-143 57.65%),194 (0.57),35 (15-0-20 42.86%),1 (0.03)
17,"Lyons, Jarryd",27y 5d,110 (57-0-53 51.82%),59 (0.54),18 (13-0-5 72.22%),10 (0.56)
12,"Martin, Stefan",32y 252d,176 (50-1-125 28.69%),44 (0.25),119 (36-0-83 30.25%),21 (0.18)
11,"McCarthy, Lincoln",25y 278d,47 (36-0-11 76.60%),44 (0.94),18 (13-0-5 72.22%),19 (1.06)
6,"McCluggage, Hugh",21y 146d,57 (21-0-36 36.84%),37 (0.65),←,
46,"McInerney, Oscar",25y 17d,31 (15-0-16 48.39%),22 (0.71),←,
25,"McStay, Daniel",24y 33d,97 (31-0-66 31.96%),70 (0.72),←,
9,"Neale, Lachie",26y 64d,153 (78-0-75 50.98%),74 (0.48),18 (13-0-5 72.22%),7 (0.39)
16,"Rayner, Cam",19y 279d,40 (18-0-22 45.00%),37 (0.93),←,
10,"Rich, Daniel",29y 50d,201 (70-1-130 35.07%),106 (0.53),←,
5,"Robinson, Mitch",30y 50d,186 (77-1-108 41.67%),104 (0.56),86 (26-0-60 30.23%),46 (0.53)
14,"Walker, Josh",26y 257d,85 (37-1-47 44.12%),69 (0.81),52 (18-0-34 34.62%),34 (0.65)
29,"Witherden, Alex",20y 320d,47 (19-0-28 40.43%),5 (0.11),←,
15,"Zorko, Dayne",30y 168d,162 (55-0-107 33.95%),178 (1.10),←,
Totals,Totals,25y 177d,2247 (999-7-1241 44.46%),1441 (0.64),,
C,"Fagan, Chris",58y 34d,62 (23-0-39 37.10%),,←,
