Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Austin, Mark",3,3,4,7,,,,,1.0,,,2.0,,1.0,,1.0,6,,,3.0,,,80.0
7,"Bentick, Adam",7,1,7,14,,,,3.0,,4.0,1.0,4.0,1.0,1.0,,3.0,11,,,,,1.0,52.0
19,"Betts, Eddie",8,3,5,13,3.0,,,2.0,,1.0,1.0,1.0,,1.0,,6.0,7,,2.0,,,,91.0
44,"Carrazzo, Andrew",15,4,14,29,,1.0,1.0,4.0,2.0,7.0,3.0,5.0,4.0,4.0,,10.0,19,,,1.0,,,83.0
28,"Cloke, Cameron",8,5,8,16,,,15.0,5.0,,1.0,6.0,5.0,,1.0,,8.0,7,,,1.0,,,66.0
25,"Fevola, Brendan",11,5,1,12,5.0,2.0,2.0,5.0,,3.0,1.0,5.0,5.0,4.0,,7.0,5,,4.0,,,2.0,93.0
14,"Fisher, Brad",11,5,4,15,1.0,1.0,,1.0,,3.0,2.0,4.0,1.0,1.0,,7.0,9,1.0,2.0,1.0,2.0,,74.0
4,"Gibbs, Bryce",15,8,11,26,,,1.0,3.0,7.0,3.0,,4.0,,,1.0,6.0,20,1.0,,8.0,2.0,1.0,90.0
16,"Grigg, Shaun",4,1,1,5,1.0,,,4.0,,1.0,1.0,3.0,,3.0,,2.0,3,,,,,,76.0
23,"Hartlett, Adam",4,3,3,7,1.0,1.0,,2.0,1.0,,,,1.0,,,2.0,5,1.0,1.0,1.0,,,73.0
40,"Jamison, Michael",8,4,3,11,,,,4.0,1.0,2.0,,,,,,3.0,7,,,9.0,,,90.0
5,"Judd, Chris",2,1,12,14,2.0,,,2.0,,2.0,3.0,2.0,3.0,1.0,,12.0,4,,,1.0,,,88.0
8,"Kreuzer, Matthew",4,1,4,8,1.0,,15.0,1.0,,1.0,3.0,1.0,2.0,,,6.0,2,,,3.0,,,53.0
3,"Murphy, Marc",14,3,10,24,1.0,1.0,,3.0,5.0,4.0,4.0,1.0,2.0,,,11.0,13,,,1.0,3.0,,87.0
2,"Russell, Jordan",3,2,4,7,1.0,1.0,,2.0,,,,,,,,2.0,5,,1.0,2.0,,,90.0
29,"Scotland, Heath",16,7,10,26,,,,3.0,5.0,3.0,,2.0,1.0,,,8.0,18,1.0,,5.0,1.0,1.0,91.0
6,"Simpson, Kade",12,5,5,17,,1.0,,3.0,1.0,5.0,2.0,2.0,1.0,1.0,,6.0,11,2.0,,3.0,6.0,1.0,85.0
24,"Stevens, Nick",3,1,8,11,,,,1.0,1.0,1.0,2.0,2.0,,1.0,,7.0,4,,,,,1.0,93.0
32,"Thornton, Bret",6,3,1,7,,,,2.0,1.0,1.0,,3.0,,1.0,,,8,,,6.0,1.0,,97.0
30,"Waite, Jarrad",11,3,11,22,1.0,2.0,,1.0,7.0,2.0,2.0,4.0,,1.0,,9.0,13,2.0,1.0,5.0,1.0,,100.0
1,"Walker, Andrew",11,3,7,18,1.0,,,4.0,,3.0,1.0,4.0,3.0,1.0,,6.0,10,1.0,,1.0,1.0,1.0,68.0
34,"Wiggins, Simon",4,4,9,13,,1.0,,2.0,,2.0,,4.0,2.0,,,7.0,6,,1.0,1.0,,2.0,81.0
Totals,Totals,180,75,142,322,18.0,11.0,34.0,57.0,32.0,49.0,32.0,58.0,26.0,22.0,1.0,129.0,193,9.0,12.0,52.0,17.0,10.0,
Opposition,Opposition,184,93,127,311,18.0,13.0,41.0,64.0,30.0,52.0,33.0,43.0,22.0,26.0,5.0,126.0,187,15.0,18.0,35.0,17.0,10.0,
