Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brown, Luke",3,1.0,2,5,,,,2.0,3.0,,,1.0,,1.0,,1,2,,,2.0,,,85.0
41,"Butts, Jordon",4,3.0,4,8,,,,1.0,3.0,,,1.0,,1.0,,1,6,,,1.0,,,83.0
20,"Crocker, Ben",4,3.0,1,5,,1.0,,1.0,,2.0,,1.0,1.0,,,2,4,,1.0,1.0,,,81.0
5,"Crouch, Matt",12,3.0,10,22,,,,14.0,2.0,2.0,4.0,3.0,1.0,,,9,12,,,1.0,,,81.0
32,"Fogarty, Darcy",5,1.0,3,8,,,,5.0,,3.0,1.0,,1.0,,,5,3,,,1.0,,,74.0
15,"Hartigan, Kyle",8,5.0,1,9,,,,1.0,5.0,,,2.0,1.0,1.0,,5,4,3.0,,1.0,,,98.0
34,"Himmelberg, Elliott",5,1.0,3,8,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,6,3,1.0,1.0,4.0,,,78.0
1,"Jones, Chayce",3,,6,9,,,,5.0,1.0,,5.0,,2.0,,,7,2,,,,,,84.0
28,"Keays, Ben",9,4.0,8,17,,1.0,,3.0,,,2.0,2.0,,,,6,12,,,,,,88.0
8,"Kelly, Jake",3,1.0,1,4,,,,1.0,1.0,,,2.0,,2.0,,1,3,,,5.0,,,89.0
29,"Laird, Rory",12,2.0,16,28,,1.0,,7.0,1.0,5.0,4.0,4.0,2.0,,,13,15,,,,,,82.0
14,"Mackay, David",8,4.0,10,18,1.0,,,2.0,2.0,,1.0,3.0,,,,5,12,,1.0,,1.0,,78.0
23,"McAdam, Shane",8,3.0,3,11,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,5,4,1.0,1.0,,,,62.0
4,"Murphy, Lachlan",4,1.0,9,13,,,,6.0,1.0,2.0,,1.0,3.0,1.0,,9,4,,,1.0,,,77.0
43,"OBrien, Reilly",4,1.0,3,7,,2.0,37.0,4.0,,2.0,2.0,1.0,1.0,,,5,3,,,,,,86.0
10,"Poholke, Myles",6,1.0,8,14,,,,3.0,,1.0,2.0,3.0,,1.0,,8,6,,,,,,71.0
26,"Schoenberg, Harry",2,,7,9,1.0,,,4.0,1.0,,2.0,2.0,1.0,,,6,7,,,1.0,,1.0,83.0
38,"Sholl, Lachlan",5,3.0,3,8,,,,1.0,2.0,,,,1.0,,,4,5,,,,,,81.0
9,"Sloane, Rory",7,,8,15,1.0,,,6.0,,3.0,1.0,3.0,2.0,1.0,,8,7,,,2.0,,,83.0
33,"Smith, Brodie",16,3.0,5,21,,,,1.0,7.0,4.0,2.0,2.0,,1.0,,3,10,,,3.0,,,87.0
18,"Stengle, Tyson",5,1.0,3,8,1.0,1.0,,,,,2.0,3.0,,1.0,,4,5,,,2.0,,,81.0
13,"Walker, Taylor",2,1.0,1,3,,,,4.0,,1.0,1.0,1.0,1.0,,,3,1,,,3.0,,1.0,88.0
Totals,Totals,135,42.0,115,250,5.0,7.0,40.0,74.0,31.0,28.0,31.0,38.0,18.0,10.0,,116,130,5.0,4.0,28.0,1.0,2.0,
Opposition,Opposition,185,81.0,156,341,9.0,11.0,36.0,77.0,23.0,42.0,36.0,51.0,10.0,18.0,6.0,126,215,9.0,9.0,43.0,6.0,7.0,
