Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",8,5,2,10,,,,1.0,4.0,,1.0,4.0,,,,,9.0,,,1.0,2.0,,69.0
7,"Brown, Nathan",14,9,2,16,4,4.0,,,,1.0,,2.0,,1.0,,5.0,10.0,3.0,7.0,,,,100.0
9,"Campbell, Wayne",11,7,11,22,,,,,1.0,2.0,5.0,1.0,,,,8.0,14.0,,,2.0,,,54.0
6,"Chaffey, Mark",9,3,12,21,,,,1.0,,4.0,3.0,,1.0,,,12.0,11.0,1.0,,4.0,,1.0,92.0
24,"Coughlan, Mark",11,5,17,28,,,,4.0,2.0,3.0,6.0,1.0,,1.0,2.0,12.0,16.0,,,1.0,1.0,,100.0
3,"Deledio, Brett",7,3,7,14,,,,1.0,1.0,4.0,1.0,4.0,,,,6.0,8.0,,,1.0,1.0,,84.0
2,"Gaspar, Darren",9,8,3,12,,,,2.0,7.0,,,1.0,,1.0,,2.0,10.0,1.0,,4.0,,,100.0
34,"Graham, Mark",7,3,5,12,,,1.0,1.0,1.0,,1.0,1.0,,,,3.0,8.0,,,5.0,,,100.0
31,"Hyde, Chris",2,2,2,4,,,,4.0,1.0,,1.0,2.0,,1.0,,4.0,2.0,,,,1.0,,32.0
17,"Johnson, Kane",18,6,11,29,,1.0,,1.0,2.0,6.0,5.0,1.0,,,1.0,9.0,20.0,,1.0,1.0,,1.0,78.0
39,"Kellaway, Andrew",8,8,8,16,,,,1.0,4.0,1.0,1.0,1.0,2.0,,,5.0,11.0,,,2.0,,,100.0
13,"Knobel, Trent",4,5,4,8,,,21.0,2.0,,3.0,1.0,2.0,1.0,1.0,,2.0,6.0,1.0,,1.0,,1.0,73.0
27,"Krakouer, Andrew",8,2,2,10,1,1.0,,,,2.0,2.0,7.0,4.0,,,6.0,4.0,,2.0,,1.0,,94.0
22,"Meyer, Danny",3,1,6,9,,,,1.0,,1.0,,1.0,,,,2.0,7.0,,,,,,52.0
35,"Newman, Chris",8,4,3,11,,,,1.0,7.0,1.0,1.0,1.0,1.0,,,4.0,7.0,,,4.0,,,100.0
15,"Pettifer, Kayne",10,7,3,13,1,,,2.0,1.0,4.0,,1.0,,1.0,,2.0,11.0,,1.0,1.0,,,90.0
12,"Richardson, Matthew",18,12,,18,3,1.0,,,1.0,4.0,,4.0,,1.0,,3.0,15.0,3.0,4.0,3.0,2.0,2.0,96.0
25,"Schulz, Jay",1,1,3,4,1,,,,,,,3.0,,2.0,,2.0,2.0,,1.0,,,,44.0
5,"Simmonds, Troy",14,9,6,20,2,3.0,15.0,2.0,,4.0,2.0,1.0,,1.0,,5.0,15.0,,3.0,,,1.0,92.0
30,"Tambling, Richard",6,1,1,7,,,,,,1.0,,2.0,1.0,,,3.0,3.0,,,1.0,,,50.0
32,"Tivendale, Greg",12,5,5,17,,,,3.0,,2.0,1.0,2.0,,,,5.0,12.0,,,,,,100.0
21,"Tuck, Shane",22,3,9,31,,,2.0,2.0,5.0,4.0,6.0,4.0,,1.0,3.0,16.0,15.0,1.0,,1.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,109,122,332,12,15.0,39.0,29.0,37.0,47.0,37.0,46.0,10.0,11.0,6.0,116.0,216.0,10.0,19.0,32.0,8.0,6.0,
Opposition,Opposition,189,94,104,293,12,11.0,32.0,46.0,37.0,53.0,29.0,38.0,11.0,10.0,,103.0,186.0,6.0,9.0,47.0,13.0,7.0,
