Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",34y 26d,310 (164-2-144 53.23%),394 (1.27),200 (129-2-69 65.00%),270 (1.35)
24,"Bews, Jed",24y 177d,62 (36-2-24 59.68%),6 (0.10),←,
23,"Black, Aaron",27y 192d,57 (33-1-23 58.77%),69 (1.21),7 (4-1-2 64.29%),5 (0.71)
46,"Blicavs, Mark",27y 73d,122 (82-2-38 68.03%),35 (0.29),←,
12,"Buzza, Wylie",22y 99d,8 (6-1-1 81.25%),6 (0.75),←,
31,"Cunico, Jordan",22y 33d,10 (8-0-2 80.00%),4 (0.40),←,
35,"Dangerfield, Patrick",28y 65d,213 (122-1-90 57.51%),245 (1.15),59 (41-1-17 70.34%),82 (1.39)
22,"Duncan, Mitch",26y 364d,169 (124-1-44 73.67%),122 (0.72),←,
13,"Fogarty, Lachie",19y 69d,9 (6-0-3 66.67%),4 (0.44),←,
26,"Hawkins, Tom",29y 323d,221 (161-2-58 73.30%),460 (2.08),←,
38,"Henry, Jack",19y 284d,11 (7-0-4 63.64%),,←,
41,"Jones, Jamaine",19y 253d,3 (3-0-0 100.00%),3 (1.00),←,
11,"Kelly, Tim",23y 318d,12 (8-0-4 66.67%),10 (0.83),←,
8,"Kolodjashnij, Jake",22y 304d,59 (39-2-18 67.80%),,←,
27,"Menegola, Sam",26y 94d,42 (28-1-13 67.86%),36 (0.86),←,
21,"Murdoch, Jordan",26y 78d,102 (69-2-31 68.63%),68 (0.67),←,
3,"Parfitt, Brandan",20y 43d,23 (17-0-6 73.91%),13 (0.57),←,
34,"Parsons, James",21y 58d,28 (17-1-10 62.50%),22 (0.79),←,
14,"Selwood, Joel",30y 14d,261 (196-1-64 75.29%),149 (0.57),←,
1,"Stanley, Rhys",27y 190d,108 (54-1-53 50.46%),75 (0.69),50 (33-1-16 67.00%),35 (0.70)
44,"Stewart, Tom",25y 86d,33 (22-0-11 66.67%),3 (0.09),←,
2,"Tuohy, Zach",28y 181d,157 (72-2-83 46.50%),48 (0.31),37 (24-1-12 66.22%),8 (0.22)
Totals,Totals,25y 51d,2020 (1274-22-724 63.07%),1772 (0.88),,
C,"Scott, Chris",42y 37d,179 (126-2-51 70.95%),,←,
