Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
35,"Corr, Aidan",23y 59d,50 (19-2-29 40.00%),1 (0.02),←,
1,"Davis, Phil",26y 319d,112 (50-2-60 45.54%),6 (0.05),94 (39-2-53 42.55%),5 (0.05)
24,"de Boer, Matt",27y 127d,146 (82-3-61 57.19%),51 (0.35),8 (4-2-2 62.50%),3 (0.38)
4,"Greene, Toby",23y 293d,110 (43-0-67 39.09%),110 (1.00),←,
19,"Haynes, Nick",25y 58d,72 (31-2-39 44.44%),6 (0.08),←,
17,"Johnson, Steve",34y 11d,287 (201-4-82 70.73%),508 (1.77),34 (23-1-10 69.12%),56 (1.65)
22,"Kelly, Josh",22y 153d,75 (39-2-34 53.33%),44 (0.59),←,
15,"Kennedy, Matthew",20y 100d,15 (8-2-5 60.00%),5 (0.33),←,
37,"Lobb, Rory",24y 156d,47 (27-2-18 59.57%),50 (1.06),←,
41,"Mumford, Shane",31y 10d,167 (108-4-55 65.87%),50 (0.30),67 (39-2-26 59.70%),11 (0.16)
25,"Mzungu, Tendai",31y 137d,105 (59-2-44 57.14%),55 (0.52),3 (0-1-2 16.67%),1 (0.33)
12,"Patton, Jonathon",24y 56d,69 (32-2-35 47.83%),108 (1.57),←,
36,"Perryman, Harry",18y 208d,6 (3-1-2 58.33%),1 (0.17),←,
9,"Scully, Tom",26y 61d,142 (55-3-84 39.79%),68 (0.48),111 (42-2-67 38.74%),62 (0.56)
23,"Shaw, Heath",31y 230d,253 (154-4-95 61.66%),39 (0.15),80 (44-2-34 56.25%),2 (0.03)
5,"Shiel, Dylan",24y 128d,103 (41-2-60 40.78%),55 (0.53),←,
10,"Smith, Devon",24y 56d,104 (35-2-67 34.62%),97 (0.93),←,
20,"Tomlinson, Adam",23y 339d,83 (28-2-53 34.94%),19 (0.23),←,
8,"Ward, Callan",27y 96d,183 (78-2-103 43.17%),91 (0.50),123 (46-2-75 38.21%),58 (0.47)
6,"Whitfield, Lachie",22y 362d,81 (33-2-46 41.98%),38 (0.47),←,
29,"Williams, Zac",22y 298d,67 (34-0-33 50.75%),20 (0.30),←,
16,"Wilson, Nathan",24y 189d,68 (35-2-31 52.94%),15 (0.22),←,
Totals,Totals,25y 173d,2345 (1195-47-1103 50.96%),1437 (0.61),,
C,"Cameron, Leon",44y 316d,84 (44-2-38 53.57%),,←,
