Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
15,"Abraham, Winston",20y 190d,2 (0-0-2 0.00%),2 (1.00),←,
7,"Allan, Ben",26y 174d,100 (62-0-38 62.00%),73 (0.73),2 (0-0-2 0.00%),1 (0.50)
33,"Burrows, Craig",22y 108d,2 (0-0-2 0.00%),4 (2.00),←,
24,"Burton, Matthew",24y 323d,2 (0-0-2 0.00%),,←,
13,"Chisholm, Scott",21y 314d,2 (0-0-2 0.00%),,←,
30,"Delaney, Tony",19y 101d,17 (5-1-11 32.35%),9 (0.53),2 (0-0-2 0.00%),
19,"Dhurrkay, Gary",21y 34d,2 (0-0-2 0.00%),1 (0.50),←,
22,"Edmonds, Travis",24y 57d,1 (0-0-1 0.00%),,←,
1,"Edwards, Scott",26y 227d,2 (0-0-2 0.00%),1 (0.50),←,
6,"Gilbert, Phil",25y 143d,27 (11-0-16 40.74%),6 (0.22),2 (0-0-2 0.00%),
38,"Jones, Anthony",20y 109d,1 (0-0-1 0.00%),,←,
11,"Kickett, Dale",26y 338d,48 (23-0-25 47.92%),40 (0.83),2 (0-0-2 0.00%),
48,"Madigan, Greg",25y 73d,41 (27-0-14 65.85%),4 (0.10),1 (0-0-1 0.00%),
9,"Mann, Peter",24y 212d,41 (18-0-23 43.90%),12 (0.29),2 (0-0-2 0.00%),
43,"McGovern, Andrew",27y,21 (4-1-16 21.43%),7 (0.33),1 (0-0-1 0.00%),
49,"Miller, Peter",26y 1d,1 (0-0-1 0.00%),,←,
10,"OReilly, Stephen",22y 149d,38 (21-0-17 55.26%),5 (0.13),2 (0-0-2 0.00%),
5,"Ridley, Todd",26y 55d,27 (15-0-12 55.56%),26 (0.96),2 (0-0-2 0.00%),5 (2.50)
31,"Wardell-Johnson, Leigh",25y 21d,1 (0-0-1 0.00%),3 (3.00),←,
2,"Watters, Scott",26y 72d,85 (35-2-48 42.35%),24 (0.28),2 (0-0-2 0.00%),
4,"Wills, Andrew",23y 94d,60 (40-0-20 66.67%),44 (0.73),1 (0-0-1 0.00%),1 (1.00)
Totals,Totals,24y 29d,521 (261-4-256 50.10%),261 (0.50),,
C,"Neesham, Gerard",40y 117d,2 (0-0-2 0.00%),,←,
