St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
15,"Billings, Jack",24y 342d,115 (43-1-71 37.83%),84 (0.73),←,
16,"Butler, Dan",24y 52d,53 (36-0-17 67.92%),68 (1.28),8 (5-0-3 62.50%),15 (1.88)
2,"Carlisle, Jake",28y 298d,141 (63-1-77 45.04%),61 (0.43),56 (23-1-32 41.96%),7 (0.13)
11,"Clark, Hunter",21y 121d,37 (14-1-22 39.19%),5 (0.14),←,
1,"Coffield, Nick",20y 276d,25 (8-1-16 34.00%),1 (0.04),←,
14,"Geary, Jarryn",32y 32d,194 (96-2-96 50.00%),30 (0.15),←,
4,"Gresham, Jade",22y 336d,89 (38-1-50 43.26%),95 (1.07),←,
8,"Hill, Bradley",27y 16d,157 (99-0-58 63.06%),80 (0.51),8 (5-0-3 62.50%),1 (0.13)
40,"Hind, Nick",25y 341d,14 (6-0-8 42.86%),13 (0.93),←,
20,"Howard, Dougal",24y 122d,53 (28-0-25 52.83%),15 (0.28),8 (5-0-3 62.50%),1 (0.13)
3,"Jones, Zak",25y 132d,97 (53-0-44 54.64%),26 (0.27),7 (4-0-3 57.14%),3 (0.43)
25,"Kent, Dean",26y 152d,82 (30-0-52 36.59%),82 (1.00),19 (10-0-9 52.63%),19 (1.00)
12,"King, Max",20y 18d,8 (5-0-3 62.50%),11 (1.38),←,
19,"Marshall, Rowan",24y 244d,41 (14-0-27 34.15%),20 (0.49),←,
28,"Membrey, Tim",26y 60d,100 (44-2-54 45.00%),181 (1.81),99 (43-2-54 44.44%),181 (1.83)
34,"Parker, Matthew",24y 182d,18 (8-0-10 44.44%),16 (0.89),←,
33,"Paton, Ben",21y 280d,24 (10-0-14 41.67%),4 (0.17),←,
6,"Ross, Sebastian",27y 79d,132 (48-2-82 37.12%),22 (0.17),←,
18,"Ryder, Paddy",32y 133d,248 (124-4-120 50.81%),174 (0.70),5 (3-0-2 60.00%),3 (0.60)
35,"Sinclair, Jack",25y 164d,87 (33-1-53 38.51%),40 (0.46),←,
9,"Steele, Jack",24y 225d,86 (34-1-51 40.12%),28 (0.33),69 (26-1-42 38.41%),19 (0.28)
44,"Wilkie, Callum",24y 137d,30 (14-0-16 46.67%),,←,
Totals,Totals,25y 87d,1831 (848-17-966 46.31%),1056 (0.58),,
C,"Ratten, Brett",49y 14d,134 (68-1-65 51.12%),,14 (8-0-6 57.14%),
