Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Aish, James",7,1,10,17,,,,5.0,,3.0,3.0,2.0,1.0,1.0,,6.0,11.0,,,,,,88.0
24,"Amiss, Jye",4,2,4,8,1,2.0,,1.0,,,,2.0,1.0,,,3.0,4.0,1.0,1.0,1.0,,,72.0
41,"Banfield, Bailey",8,2,5,13,2,1.0,,,,3.0,,,1.0,,,5.0,8.0,,1.0,2.0,1.0,,83.0
8,"Brayshaw, Andrew",13,2,18,31,,,,7.0,2.0,5.0,5.0,3.0,2.0,1.0,,12.0,18.0,,,1.0,1.0,,82.0
6,"Clark, Jordan",10,3,8,18,,,,6.0,3.0,4.0,1.0,3.0,3.0,2.0,,7.0,9.0,1.0,,2.0,1.0,1.0,82.0
36,"Cox, Brennan",10,7,4,14,,,,2.0,3.0,1.0,,2.0,,1.0,,6.0,8.0,3.0,,12.0,,,93.0
4,"Darcy, Sean",7,3,10,17,,,38.0,2.0,,3.0,4.0,2.0,2.0,2.0,,10.0,8.0,1.0,,3.0,,,84.0
23,"Henry, Liam",9,4,4,13,1,,,2.0,1.0,1.0,,2.0,1.0,2.0,,2.0,12.0,,,,,,82.0
15,"Hughes, Ethan",7,1,12,19,1,,,2.0,2.0,3.0,1.0,2.0,3.0,,,4.0,14.0,,,2.0,,,84.0
9,"Jackson, Luke",6,3,8,14,1,1.0,8.0,4.0,1.0,1.0,3.0,1.0,,,,7.0,7.0,2.0,1.0,2.0,,,82.0
44 ↑,"Johnson, Matthew",2,,3,5,,,,1.0,1.0,,2.0,,,,,5.0,,,,,,,29.0
30 ↓,"ODriscoll, Nathan",3,,2,5,,,,2.0,1.0,1.0,,,,,,2.0,3.0,,,2.0,,,52.0
2,"OMeara, Jaeger",7,2,12,19,,,,4.0,,2.0,9.0,1.0,,1.0,,12.0,8.0,,,,,,61.0
25,"Pearce, Alex",6,3,5,11,,,,,5.0,,,5.0,1.0,,,5.0,5.0,,,6.0,,,95.0
13,"Ryan, Luke",18,6,4,22,,,,4.0,7.0,2.0,1.0,1.0,3.0,1.0,,6.0,10.0,,,3.0,,,84.0
5,"Schultz, Lachie",8,5,4,12,2,,,6.0,,2.0,1.0,2.0,1.0,1.0,,3.0,9.0,,2.0,1.0,,2.0,77.0
3,"Serong, Caleb",14,2,14,28,,1.0,,7.0,1.0,4.0,10.0,5.0,4.0,1.0,1.0,16.0,14.0,,,1.0,,1.0,82.0
39,"Switkowski, Sam",2,,9,11,,,,5.0,,3.0,2.0,,,,,4.0,8.0,,,3.0,,,76.0
20,"Taberner, Matthew",5,5,4,9,2,,,1.0,,2.0,,3.0,,3.0,,2.0,7.0,1.0,1.0,2.0,,,83.0
31,"Walker, Brandon",7,2,5,12,,,,,3.0,1.0,,5.0,1.0,2.0,,5.0,7.0,,,4.0,,,75.0
10,"Walters, Michael",6,,3,9,,2.0,,1.0,,2.0,,7.0,2.0,3.0,,7.0,2.0,,,,1.0,1.0,85.0
14,"Wilson, Nathan",10,2,,10,,,,1.0,2.0,4.0,1.0,1.0,2.0,,,4.0,5.0,1.0,,2.0,,,82.0
26,"Young, Hayden",10,6,7,17,,,,4.0,1.0,4.0,1.0,1.0,,,,4.0,12.0,1.0,,3.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,61,155,334,10,12.0,46.0,67.0,33.0,51.0,44.0,50.0,28.0,21.0,1.0,137.0,189.0,11.0,6.0,52.0,4.0,5.0,
Opposition,Opposition,222,87,158,380,17,9.0,34.0,55.0,41.0,51.0,35.0,63.0,22.0,28.0,5.0,151.0,224.0,11.0,12.0,53.0,3.0,12.0,
