Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Barlow, Ed",7,6,4,11,1,1.0,,1.0,,1.0,,3.0,1.0,2.0,,3.0,8.0,1.0,2.0,,,,94.0
21,"Barry, Leo",5,5,10,15,,,,3.0,1.0,2.0,,3.0,1.0,1.0,,5.0,12.0,3.0,,1.0,,,74.0
42,"Bevan, Paul",13,7,2,15,1,,,1.0,1.0,2.0,1.0,1.0,1.0,,,4.0,11.0,1.0,,2.0,1.0,1.0,86.0
6,"Bolton, Craig",11,5,10,21,,,,1.0,7.0,3.0,1.0,3.0,,,,5.0,16.0,,,3.0,1.0,,90.0
24,"Bolton, Jude",8,1,6,14,,1.0,1.0,7.0,1.0,3.0,4.0,3.0,1.0,1.0,,8.0,6.0,1.0,,2.0,,,87.0
28,"Crouch, Jared",8,3,4,12,,,,2.0,4.0,3.0,1.0,6.0,,4.0,,9.0,3.0,2.0,,1.0,,,90.0
37,"Goodes, Adam",17,11,7,24,3,1.0,,2.0,4.0,4.0,1.0,5.0,1.0,1.0,2.0,5.0,20.0,,1.0,2.0,,1.0,96.0
39,"Grundy, Heath",11,6,10,21,,,,5.0,2.0,1.0,,1.0,,,,3.0,18.0,1.0,,2.0,1.0,,90.0
4,"Hannebery, Dan",6,3,6,12,,,,,,2.0,2.0,,,,,4.0,8.0,,,1.0,,2.0,70.0
15,"Jack, Kieren",6,3,5,11,,1.0,,4.0,1.0,1.0,1.0,1.0,,,,4.0,7.0,,,,,,88.0
16,"Jolly, Darren",5,2,8,13,,,32.0,7.0,1.0,1.0,5.0,3.0,2.0,1.0,,10.0,3.0,1.0,,1.0,,,83.0
31,"Kirk, Brett",4,1,7,11,,,,6.0,1.0,2.0,2.0,,3.0,,,8.0,3.0,,,,,,73.0
29,"Mattner, Martin",7,1,6,13,,,,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,5.0,4.0,,,3.0,4.0,,82.0
33,"Moore, Jarred",4,1,4,8,1,,,2.0,,,,,1.0,,,7.0,1.0,1.0,1.0,1.0,,1.0,39.0
43,"ODwyer, Matthew",10,4,6,16,,,,1.0,4.0,2.0,,2.0,,1.0,,2.0,14.0,,,,7.0,1.0,81.0
5,"OKeefe, Ryan",13,2,7,20,,1.0,,4.0,,1.0,3.0,5.0,,1.0,,10.0,10.0,1.0,1.0,,,,86.0
19,"OLoughlin, Michael",4,4,3,7,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,4.0,5.0,,,1.0,,,94.0
38,"Pyke, Mike",,,1,1,,,7.0,1.0,,,2.0,1.0,,1.0,,1.0,,,,3.0,,,52.0
30,"Roberts-Thomson, Lewis",11,9,9,20,,,,4.0,2.0,,,1.0,2.0,,,8.0,12.0,2.0,,3.0,,,93.0
2,"Shaw, Rhyce",16,2,6,22,,1.0,,5.0,7.0,,,2.0,,,,1.0,17.0,,,4.0,5.0,,81.0
40,"Smith, Nick",8,4,9,17,1,,,1.0,2.0,1.0,4.0,1.0,1.0,,,9.0,8.0,1.0,1.0,1.0,,,76.0
18,"White, Jesse",6,7,8,14,1,1.0,,2.0,,1.0,,,,,,5.0,9.0,2.0,2.0,1.0,1.0,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,87,138,318,8,8.0,40.0,64.0,42.0,33.0,29.0,43.0,16.0,15.0,2.0,120.0,195.0,17.0,8.0,32.0,20.0,6.0,
Opposition,Opposition,201,75,126,327,13,19.0,26.0,68.0,22.0,61.0,39.0,34.0,15.0,16.0,4.0,130.0,184.0,10.0,20.0,51.0,39.0,6.0,
