Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 164d,274 (164-0-110 59.85%),138 (0.50),←,
16,"Brown, Leigh",23y 193d,129 (53-1-75 41.47%),48 (0.37),66 (34-1-31 52.27%),28 (0.42)
2,"Colbert, Leigh",30y 89d,209 (119-2-88 57.42%),64 (0.31),104 (57-1-46 55.29%),14 (0.13)
24,"Firrito, Michael",21y 281d,41 (22-0-19 53.66%),9 (0.22),←,
6,"Grant, Shannon",28y 138d,237 (135-2-100 57.38%),272 (1.15),179 (103-1-75 57.82%),234 (1.31)
31,"Hale, David",21y 105d,37 (17-0-20 45.95%),18 (0.49),←,
39,"Harding, Leigh",24y 131d,70 (37-1-32 53.57%),101 (1.44),←,
4,"Harris, Daniel",23y 117d,69 (36-1-32 52.90%),23 (0.33),←,
29,"Harvey, Brent",27y 113d,194 (113-1-80 58.51%),229 (1.18),←,
21,"Jones, Corey",24y 190d,81 (39-0-42 48.15%),97 (1.20),←,
35,"Makepeace, Troy",26y 182d,127 (66-1-60 52.36%),33 (0.26),←,
20,"Petrie, Drew",22y 324d,85 (42-1-42 50.00%),69 (0.81),←,
25,"Picioane, Lance",25y 89d,77 (40-0-37 51.95%),28 (0.36),15 (10-0-5 66.67%),2 (0.13)
3,"Rawlings, Brady",24y 86d,111 (60-0-51 54.05%),48 (0.43),←,
26,"Rocca, Saverio",31y 288d,248 (115-3-130 46.98%),728 (2.94),92 (45-1-46 49.46%),214 (2.33)
7,"Simpson, Adam",29y 200d,223 (134-1-88 60.31%),68 (0.30),←,
9,"Sinclair, Jess",27y 9d,140 (54-1-85 38.93%),58 (0.41),90 (41-1-48 46.11%),32 (0.36)
12,"Stevens, Michael",24y 301d,61 (32-0-29 52.46%),19 (0.31),44 (24-0-20 54.55%),16 (0.36)
23,"Thompson, Nathan",27y 202d,142 (68-1-73 48.24%),244 (1.72),23 (13-0-10 56.52%),52 (2.26)
14,"Urch, Callum",21y 45d,6 (2-0-4 33.33%),,←,
36,"Watt, Shannon",24y 282d,91 (47-1-43 52.20%),4 (0.04),←,
8,"Wells, Daniel",20y 213d,62 (33-1-28 54.03%),35 (0.56),←,
Totals,Totals,25y 220d,2714 (1428-18-1268 52.62%),2333 (0.86),,
C,"Laidley, Dani",38y 161d,67 (34-1-32 51.49%),,←,
