Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 29d,183 (118-0-65 64.48%),109 (0.60),←,
12,"Blakey, John",34y 272d,328 (177-0-151 53.96%),106 (0.32),193 (125-0-68 64.77%),68 (0.35)
22,"Burton, Matthew",30y 338d,97 (36-0-61 37.11%),42 (0.43),27 (14-0-13 51.85%),10 (0.37)
18,"Carey, Wayne",29y 330d,232 (146-0-86 62.93%),641 (2.76),←,
23,"Clayton, Shane",22y 180d,71 (37-0-34 52.11%),21 (0.30),53 (35-0-18 66.04%),20 (0.38)
45,"Cochrane, Stuart",22y 276d,16 (7-0-9 43.75%),2 (0.13),←,
2,"Colbert, Leigh",25y 319d,122 (71-1-50 58.61%),58 (0.48),17 (9-0-8 52.94%),8 (0.47)
6,"Grant, Shannon",24y 3d,136 (85-1-50 62.87%),152 (1.12),78 (53-0-25 67.95%),114 (1.46)
14,"Harris, Daniel",18y 347d,4 (1-0-3 25.00%),1 (0.25),←,
29,"Harvey, Brent",22y 343d,91 (62-0-29 68.13%),102 (1.12),←,
21,"Jones, Corey",20y 55d,1 (1-0-0 100.00%),,←,
34,"King, David",29y 46d,160 (106-0-54 66.25%),76 (0.47),←,
35,"Makepeace, Troy",22y 47d,26 (15-0-11 57.69%),7 (0.27),←,
4,"Martyn, Mick",32y 234d,258 (154-1-103 59.88%),15 (0.06),←,
5,"McCartney, Jason",27y 39d,149 (84-0-65 56.38%),53 (0.36),74 (50-0-24 67.57%),5 (0.07)
31,"McKernan, Corey",27y 124d,165 (112-0-53 67.88%),198 (1.20),←,
28,"Pickett, Byron",23y 254d,80 (54-0-26 67.50%),4 (0.05),←,
3,"Rawlings, Brady",19y 316d,24 (18-0-6 75.00%),6 (0.25),←,
7,"Simpson, Adam",25y 65d,119 (83-0-36 69.75%),40 (0.34),←,
9,"Sinclair, Jess",22y 239d,54 (14-0-40 25.93%),26 (0.48),4 (1-0-3 25.00%),
10,"Stevens, Anthony",29y 294d,222 (137-0-85 61.71%),101 (0.45),←,
36,"Watt, Shannon",20y 147d,10 (6-0-4 60.00%),2 (0.20),←,
Totals,Totals,25y 179d,2548 (1524-3-1021 59.81%),1762 (0.69),,
C,"Pagan, Denis",53y 210d,199 (130-0-69 65.33%),,←,
