Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",23y 262d,63 (25-0-38 39.68%),50 (0.79),←,
7,"Black, Heath",20y 71d,33 (11-0-22 33.33%),21 (0.64),←,
32,"Bond, Chris",30y 193d,162 (69-1-92 42.90%),45 (0.28),40 (11-0-29 27.50%),5 (0.13)
42,"Callaghan, Craig",23y 151d,82 (24-0-58 29.27%),61 (0.74),←,
22,"Carroll, Trent",21y 101d,30 (9-0-21 30.00%),1 (0.03),←,
31,"Clement, James",22y 337d,73 (24-0-49 32.88%),37 (0.51),←,
41,"Clucas, Matthew",21y 142d,8 (2-0-6 25.00%),,←,
2,"Fletcher, Adrian",29y 301d,187 (81-2-104 43.85%),89 (0.48),35 (10-0-25 28.57%),16 (0.46)
35,"Gale, Mark",23y 92d,61 (20-0-41 32.79%),17 (0.28),←,
3,"Harding, Greg",22y 324d,62 (24-0-38 38.71%),2 (0.03),←,
17,"Holland, Brodie",19y 216d,27 (6-0-21 22.22%),24 (0.89),←,
11,"Kickett, Dale",31y 95d,145 (59-0-86 40.69%),55 (0.38),99 (36-0-63 36.36%),15 (0.15)
14,"Maher, Paul",23y 57d,4 (1-0-3 25.00%),5 (1.25),←,
9,"Mann, Peter",28y 334d,115 (45-0-70 39.13%),99 (0.86),76 (27-0-49 35.53%),87 (1.14)
8,"McManus, Shaun",23y 179d,55 (18-0-37 32.73%),32 (0.58),←,
6,"Modra, Tony",30y 159d,137 (60-1-76 44.16%),510 (3.72),19 (5-0-14 26.32%),70 (3.68)
23,"Parker, Shane",26y 170d,85 (30-0-55 35.29%),5 (0.06),←,
33,"Shipp, Andrew",20y 28d,13 (4-0-9 30.77%),10 (0.77),←,
15,"Sinclair, Jess",20y 346d,37 (10-0-27 27.03%),19 (0.51),←,
19,"Walker, James",20y 204d,10 (2-0-8 20.00%),1 (0.10),←,
26,"Waterhouse, Clive",25y 45d,61 (22-0-39 36.07%),93 (1.52),←,
29,"Wira, Brad",27y 144d,81 (35-1-45 43.83%),14 (0.17),20 (5-0-15 25.00%),10 (0.50)
Totals,Totals,24y 146d,1531 (581-5-945 37.95%),1190 (0.78),,
C,"Drum, Damian",39y 10d,19 (5-0-14 26.32%),,←,
