Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",4,5,6,10,,,1.0,2.0,,,,,,1.0,,,,,,,,,
14,"Armstrong, Matt",18,5,14,32,,,,4.0,,,,,4.0,,,,,,,,,,
32,"Baldwin, Jason",13,3,5,18,1,,,6.0,,,,,3.0,3.0,,,,,,,,,
17,"Broderick, Paul",15,8,13,28,,,,2.0,,,,,1.0,1.0,,,,,,,,,
22,"Caven, Peter",2,,4,6,,,1.0,,,,,,,1.0,,,,,,,,,
18,"Dunstan, Michael",8,3,7,15,,,,6.0,,,,,1.0,1.0,,,,,,,,,
27,"Fleming, Dale",1,1,4,5,,,,,,,,,,,,,,,,,,,
6,"Guard, Jeremy",9,3,5,14,,,,5.0,,,,,2.0,,,,,,,,,,
26,"Johnston, David",7,4,6,13,,,,3.0,,,,,1.0,2.0,,,,,,,,,
11,"Lynch, Alastair",12,6,2,14,8,1.0,,,,,,,3.0,2.0,,,,,,,,,
30,"Manson, James",8,4,4,12,,1.0,6.0,1.0,,,,,3.0,2.0,,,,,,,,,
25,"McCarthy, John",17,6,3,20,3,1.0,,2.0,,,,,4.0,1.0,,,,,,,,,
49,"McGregor, Anthony",16,6,3,19,,,,5.0,,,,,1.0,4.0,,,,,,,,,
4,"Paxman, Stephen",8,5,6,14,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
46,"Payne, Darren",6,1,4,10,,,,1.0,,,,,,,,,,,,,,,
1,"Roos, Paul",17,9,11,28,,,,1.0,,,,,4.0,,,,,,,,,,
3,"Seecamp, Marcus",3,1,1,4,,,,4.0,,,,,1.0,2.0,,,,,,,,,
13,"Stevenson, Shayne",5,1,2,7,,,,1.0,,,,,,1.0,,,,,,,,,
8,"Wynd, Jim",15,4,6,21,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
16,"Zanotti, Mark",9,4,4,13,,1.0,2.0,1.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,79,110,303,13,6.0,10.0,46.0,,,,,33.0,25.0,,,,,,,,,
Opposition,Opposition,225,98,136,361,22,14.0,29.0,28.0,,,,,25.0,33.0,6.0,,,,,,,,
