Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Allen, Scott",15,4,2,17,2,3.0,,1.0,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",18,6,10,28,1,1.0,,1.0,,,,,1.0,,3.0,,,,,,,,
31,"Darcy, Anthony",8,,2,10,,,,3.0,,,,,,1.0,,,,,,,,,
26,"Del-Re, Danny",4,3,1,5,,1.0,,,,,,,,3.0,,,,,,,,,
3,"Grant, Chris",14,4,3,17,2,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,
1,"Grgic, Ilija",8,6,4,12,,,11.0,1.0,,,,,,4.0,2.0,,,,,,,,
7,"Hawkins, Doug",8,3,4,12,,,,1.0,,,,,,2.0,,,,,,,,,
10,"Hunter, Mark",17,2,5,22,,2.0,,2.0,,,,,3.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",16,3,2,18,2,3.0,,2.0,,,,,,3.0,,,,,,,,,
12,"Koster, Kym",5,2,4,9,,1.0,,2.0,,,,,,,,,,,,,,,
35,"Kretiuk, Steven",10,5,5,15,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
39,"Liberatore, Tony",11,1,15,26,,,,6.0,,,,,4.0,2.0,,,,,,,,,
2,"Reynolds, Keenan",7,2,1,8,,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,
34,"Sexton, Ben",14,2,4,18,,,,1.0,,,,,,1.0,,,,,,,,,
8,"Southern, Daniel",7,1,9,16,,,,2.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",6,3,3,9,1,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
29,"Thorpe, Alan",5,4,1,6,2,2.0,,,,,,,,1.0,,,,,,,,,
24,"Wallis, Stephen",13,2,3,16,,,,2.0,,,,,2.0,1.0,,,,,,,,,
25,"Watts, Jason",6,2,3,9,,,,,,,,,1.0,,,,,,,,,,
28,"West, Robert",4,1,1,5,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Wynd, Scott",3,1,1,4,1,1.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,57,83,282,12,22.0,14.0,30.0,,,,,18.0,25.0,5.0,,,,,,,,
Opposition,Opposition,170,54,82,252,14,11.0,31.0,33.0,,,,,25.0,18.0,1.0,,,,,,,,
