Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",20,3,18,38,2,,,8.0,3.0,6.0,6.0,5.0,3.0,2.0,2.0,19.0,18.0,,,,,,91.0
44,"Bock, Nathan",11,6,3,14,,,1.0,,2.0,,,3.0,,2.0,,3.0,8.0,1.0,,12.0,,,96.0
3,"Brennan, Jared",14,4,3,17,1,,,4.0,2.0,4.0,2.0,4.0,1.0,,,7.0,8.0,1.0,,2.0,,,75.0
30,"Brown, Campbell",5,,3,8,,1.0,,,2.0,1.0,,1.0,,,,4.0,3.0,,,5.0,,,96.0
39,"Day, Sam",3,1,5,8,,,1.0,2.0,,1.0,,2.0,1.0,,,8.0,1.0,1.0,,4.0,,,93.0
17,"Fraser, Josh",12,5,8,20,2,,12.0,2.0,2.0,2.0,3.0,4.0,,2.0,,8.0,8.0,1.0,1.0,1.0,,1.0,83.0
5,"Harbrow, Jarrod",12,3,1,13,,,,4.0,4.0,,,1.0,,1.0,,1.0,9.0,,,2.0,1.0,,94.0
21,"Harris, Daniel",8,2,9,17,,,,5.0,,1.0,7.0,2.0,2.0,1.0,,12.0,4.0,1.0,,2.0,,,72.0
36,"Iles, Sam",8,,9,17,,,,7.0,3.0,2.0,3.0,1.0,2.0,1.0,,8.0,7.0,,,1.0,,,77.0
14,"Krakouer, Nathan",3,2,6,9,,,,2.0,,1.0,1.0,1.0,,,,4.0,4.0,,,2.0,,,95.0
33 ↑,"Liddy, Rex",3,2,2,5,,,,,2.0,1.0,,2.0,,1.0,,1.0,4.0,,,1.0,1.0,,52.0
46 ↓,"Lynch, Tom",1,,5,6,,,,1.0,,1.0,,1.0,1.0,,,3.0,3.0,,,1.0,,,46.0
45,"May, Steven",3,,3,6,,,,2.0,2.0,,,1.0,,,,2.0,3.0,,,8.0,,,91.0
18,"McKenzie, Trent",14,5,6,20,1,2.0,,1.0,3.0,5.0,3.0,,,,,5.0,14.0,,2.0,1.0,3.0,,73.0
41,"Prestia, Dion",12,4,7,19,,,,4.0,2.0,4.0,3.0,1.0,1.0,,,7.0,13.0,,,1.0,,,64.0
35,"Rischitelli, Michael",16,3,11,27,,,,6.0,1.0,6.0,6.0,4.0,3.0,1.0,,13.0,16.0,,1.0,2.0,,1.0,78.0
8,"Russell, Luke",4,1,5,9,,2.0,,1.0,,,1.0,,,,,5.0,5.0,,,2.0,,1.0,88.0
2,"Smith, Zac",7,3,13,20,,,14.0,,,4.0,6.0,2.0,4.0,,,13.0,8.0,1.0,,8.0,,1.0,75.0
25,"Stanley, Danny",15,2,10,25,2,,,2.0,3.0,5.0,5.0,4.0,1.0,1.0,,15.0,10.0,,,1.0,,,85.0
24,"Swallow, David",8,3,7,15,1,1.0,,3.0,,4.0,3.0,1.0,,,,7.0,8.0,2.0,1.0,,,,75.0
48,"Tape, Seb",3,1,4,7,,,,2.0,2.0,,,2.0,,1.0,,4.0,4.0,,,6.0,,,97.0
4,"Weller, Maverick",9,2,6,15,,1.0,,3.0,2.0,3.0,1.0,3.0,2.0,2.0,,8.0,5.0,,1.0,2.0,,,99.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,52,144,335,9,9.0,28.0,59.0,35.0,51.0,50.0,45.0,21.0,15.0,2.0,157.0,163.0,8.0,6.0,64.0,5.0,4.0,
Opposition,Opposition,234,95,190,424,18,14.0,42.0,66.0,41.0,58.0,29.0,48.0,15.0,21.0,4.0,158.0,260.0,15.0,21.0,59.0,,13.0,
