North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Corr, Aidan",12,8,6,18,,,,,5.0,,,1.0,,,,2.0,14.0,,,8.0,3.0,,97.0
25,"Curtis, Paul",8,4,8,16,1,1.0,,3.0,,1.0,2.0,5.0,,1.0,,7.0,11.0,1.0,2.0,3.0,1.0,2.0,86.0
41 ↑,"Drury, Blake",1,,2,3,,1.0,,2.0,,,,1.0,,1.0,,1.0,2.0,,,,,,48.0
40,"Ford, Eddie",10,4,9,19,,2.0,,2.0,,2.0,1.0,1.0,1.0,,,10.0,8.0,1.0,2.0,,,,87.0
31,"Goater, Josh",9,3,6,15,,,,2.0,2.0,3.0,1.0,4.0,2.0,,,3.0,12.0,,,2.0,1.0,1.0,72.0
22,"Goldstein, Todd",2,2,5,7,,,15.0,3.0,,,3.0,1.0,2.0,,,7.0,1.0,2.0,,4.0,,,45.0
18,"Greenwood, Hugh",5,3,11,16,,1.0,,5.0,1.0,1.0,2.0,1.0,,,,10.0,6.0,2.0,,3.0,,1.0,88.0
15,"Howe, Daniel",11,3,8,19,,,,7.0,3.0,5.0,1.0,5.0,1.0,1.0,,4.0,15.0,,,1.0,1.0,,73.0
20,"Larkey, Nick",11,5,2,13,6,1.0,,,,3.0,,1.0,3.0,,,3.0,9.0,1.0,3.0,3.0,,,100.0
11 ↓,"McDonald, Luke",1,,2,3,,,,2.0,2.0,,,,,,,1.0,1.0,,,,,,38.0
23,"McKay, Ben",1,2,3,4,,,,1.0,,,,1.0,,1.0,,1.0,2.0,1.0,,4.0,,,98.0
39,"Perez, Flynn",2,3,4,6,,,,1.0,1.0,,,2.0,,,,,6.0,,,1.0,,,81.0
29,"Phillips, Will",6,2,10,16,,,,8.0,,5.0,3.0,5.0,,1.0,,6.0,10.0,,,,,,72.0
24,"Powell, Tom",7,2,10,17,,1.0,,,1.0,2.0,1.0,1.0,,,,3.0,13.0,,1.0,1.0,1.0,,76.0
8,"Scott, Bailey",21,6,7,28,,,,2.0,6.0,3.0,,2.0,,,,4.0,21.0,,,4.0,2.0,,90.0
3,"Sheezel, Harry",18,7,19,37,,,,4.0,12.0,1.0,2.0,5.0,,,,9.0,24.0,,,3.0,2.0,,87.0
12,"Simpkin, Jy",9,4,10,19,,1.0,,4.0,,5.0,1.0,3.0,,3.0,,6.0,15.0,,,3.0,,,88.0
5,"Taylor, Curtis",6,2,10,16,1,,,4.0,,1.0,1.0,4.0,,1.0,,5.0,12.0,,,1.0,,,90.0
26,"Thomas, Tarryn",18,4,7,25,2,2.0,,4.0,,9.0,5.0,6.0,1.0,2.0,3.0,13.0,13.0,1.0,3.0,1.0,2.0,2.0,84.0
13,"Tucker, Darcy",8,3,10,18,,,,,1.0,3.0,1.0,2.0,2.0,1.0,,7.0,11.0,,1.0,2.0,,1.0,84.0
28,"Turner, Kayne",5,2,6,11,,,,3.0,,1.0,,1.0,1.0,,,4.0,8.0,,,3.0,,1.0,80.0
38,"Xerri, Tristan",5,1,5,10,,,25.0,1.0,1.0,2.0,1.0,3.0,,1.0,,3.0,6.0,,,4.0,,,61.0
7,"Ziebell, Jack",17,5,6,23,,1.0,,3.0,5.0,,1.0,3.0,,1.0,,4.0,15.0,1.0,1.0,2.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,75,166,359,10,12.0,40.0,61.0,40.0,47.0,26.0,58.0,13.0,14.0,3.0,113.0,235.0,10.0,13.0,53.0,13.0,8.0,
Opposition,Opposition,218,106,141,359,14,17.0,39.0,60.0,37.0,56.0,35.0,49.0,14.0,13.0,3.0,119.0,232.0,9.0,24.0,24.0,16.0,9.0,
