Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",25y 169d,120 (68-0-52 56.67%),65 (0.54),←,
29,"Beaumont, Simon",24y 244d,82 (49-0-33 59.76%),58 (0.71),←,
20,"Brown, Fraser",29y 361d,176 (99-1-76 56.53%),99 (0.56),←,
16,"Camporeale, Scott",25y 2d,127 (80-0-47 62.99%),123 (0.97),←,
25,"Fevola, Brendan",19y 206d,14 (9-0-5 64.29%),20 (1.43),←,
31,"Fletcher, Simon",21y 362d,32 (22-0-10 68.75%),18 (0.56),←,
45,"Franchina, Anthony",22y 307d,53 (31-0-22 58.49%),20 (0.38),←,
17,"Freeborn, Scott",22y 85d,16 (11-0-5 68.75%),9 (0.56),←,
4,"Hamill, Aaron",22y 359d,90 (48-0-42 53.33%),106 (1.18),←,
9,"Hickmott, Adrian",28y 136d,127 (83-0-44 65.35%),72 (0.57),77 (51-0-26 66.23%),48 (0.62)
37,"Hotton, Trent",26y 256d,40 (20-0-20 50.00%),32 (0.80),23 (16-0-7 69.57%),18 (0.78)
33,"Houlihan, Ryan",18y 205d,11 (7-0-4 63.64%),7 (0.64),←,
27,"Hulme, Darren",23y 34d,56 (27-0-29 48.21%),28 (0.50),←,
12,"Lappin, Matthew",24y 178d,102 (56-1-45 55.39%),90 (0.88),47 (28-0-19 59.57%),64 (1.36)
10,"Mansfield, Michael",29y 5d,197 (115-1-81 58.63%),106 (0.54),16 (12-0-4 75.00%),6 (0.38)
22,"Manton, Glenn",27y 73d,138 (82-0-56 59.42%),34 (0.25),117 (71-0-46 60.68%),30 (0.26)
5,"McKay, Andrew",30y 30d,177 (109-1-67 61.86%),26 (0.15),←,
11,"Porter, Mark",23y 307d,31 (13-0-18 41.94%),8 (0.26),←,
7,"Ratten, Brett",29y 33d,212 (125-0-87 58.96%),82 (0.39),←,
23,"Rice, Dean",32y 149d,222 (108-1-113 48.87%),85 (0.38),106 (63-0-43 59.43%),42 (0.40)
1,"Silvagni, Stephen",33y 74d,291 (184-1-106 63.40%),187 (0.64),←,
8,"Whitnall, Lance",20y 356d,89 (48-0-41 53.93%),188 (2.11),←,
Totals,Totals,25y 195d,2403 (1394-6-1003 58.01%),1463 (0.61),,
C,"Parkin, David",57y 336d,516 (305-2-209 59.30%),,353 (218-2-133 62.04%),
