Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",27y 42d,203 (126-2-75 62.56%),273 (1.34),11 (2-0-9 18.18%),11 (1.00)
44,"Bock, Nathan",28y 97d,124 (62-0-62 50.00%),58 (0.47),11 (2-0-9 18.18%),1 (0.09)
3,"Brennan, Jared",26y 332d,131 (57-3-71 44.66%),82 (0.63),12 (2-0-10 16.67%),7 (0.58)
30,"Brown, Campbell",27y 301d,167 (75-1-91 45.21%),64 (0.38),8 (0-0-8 0.00%),
23,"Dixon, Charlie",20y 275d,7 (1-0-6 14.29%),6 (0.86),←,
17,"Fraser, Josh",29y 171d,208 (111-1-96 53.61%),163 (0.78),8 (1-0-7 12.50%),7 (0.88)
5,"Harbrow, Jarrod",22y 342d,82 (42-1-39 51.83%),21 (0.26),12 (2-0-10 16.67%),
7,"Hunt, Karmichael",24y 220d,10 (2-0-8 20.00%),1 (0.10),←,
34,"Hutchins, Jack",19y 125d,5 (2-0-3 40.00%),,←,
36,"Iles, Sam",24y 6d,16 (6-0-10 37.50%),5 (0.31),9 (2-0-7 22.22%),5 (0.56)
13,"Jolly, Hayden",19y 82d,1 (0-0-1 0.00%),,←,
14,"Krakouer, Nathan",23y 51d,49 (22-0-27 44.90%),14 (0.29),9 (1-0-8 11.11%),7 (0.78)
46,"Lynch, Tom",18y 237d,7 (1-0-6 14.29%),13 (1.86),←,
41,"Prestia, Dion",18y 256d,8 (0-0-8 0.00%),1 (0.13),←,
35,"Rischitelli, Michael",25y 168d,123 (51-3-69 42.68%),51 (0.41),12 (2-0-10 16.67%),4 (0.33)
8,"Russell, Luke",19y 152d,6 (1-0-5 16.67%),2 (0.33),←,
26,"Shaw, Matt",19y 140d,7 (1-0-6 14.29%),3 (0.43),←,
2,"Smith, Zac",21y 123d,11 (2-0-9 18.18%),10 (0.91),←,
25,"Stanley, Danny",23y 127d,17 (3-0-14 17.65%),9 (0.53),12 (2-0-10 16.67%),9 (0.75)
24,"Swallow, David",18y 218d,11 (2-0-9 18.18%),5 (0.45),←,
4,"Weller, Maverick",19y 132d,8 (1-0-7 12.50%),1 (0.13),←,
38,"Wilkinson, Joel",19y 208d,1 (0-0-1 0.00%),,←,
Totals,Totals,22y 223d,1202 (568-11-623 47.25%),782 (0.65),,
C,"McKenna, Guy",42y 45d,12 (2-0-10 16.67%),,←,
