Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",10,2,5,15,,,,1.0,3.0,2.0,4.0,1.0,,1.0,,8.0,5.0,,,2.0,,,
26,"Bickley, Mark",14,5,11,25,,,,4.0,5.0,7.0,4.0,1.0,,1.0,3.0,9.0,16.0,1.0,,3.0,,,
6,"Byrne, James",4,2,,4,,1.0,,,1.0,2.0,,1.0,,,,,4.0,,,,,,
4,"Clarke, Matthew",2,2,13,15,,,28.0,5.0,1.0,,7.0,1.0,5.0,1.0,,12.0,4.0,,,2.0,,,
1,"Crowell, Andrew",2,1,1,3,,,,3.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,,1.0,,,
9,"Edwards, Tyson",15,3,10,25,1,,,6.0,3.0,7.0,6.0,,,,,8.0,18.0,,,1.0,,,
41,"Gallagher, James",13,2,3,16,,,,1.0,2.0,6.0,1.0,,1.0,,,4.0,13.0,,,2.0,,,
36,"Goodwin, Simon",22,2,10,32,2,,,5.0,2.0,7.0,8.0,1.0,,,2.0,12.0,21.0,,1.0,2.0,,,
34,"Hart, Ben",18,6,5,23,,,2.0,6.0,3.0,4.0,1.0,2.0,3.0,,,6.0,15.0,1.0,,1.0,,,
2,"Hewitt, Evan",6,4,1,7,1,1.0,,1.0,1.0,2.0,,,,1.0,,1.0,6.0,1.0,2.0,1.0,,,
3,"Jarman, Darren",10,8,3,13,6,2.0,,,,1.0,,,,1.0,1.0,7.0,6.0,2.0,6.0,1.0,,,
28,"Johnson, Kane",11,5,6,17,3,,,2.0,,2.0,1.0,1.0,,1.0,,7.0,10.0,2.0,1.0,2.0,,,
31,"Marsh, Ben",5,3,4,9,1,1.0,13.0,,2.0,1.0,1.0,,,2.0,,3.0,6.0,1.0,2.0,1.0,1.0,,
23,"McLeod, Andrew",16,7,10,26,2,1.0,1.0,4.0,2.0,5.0,5.0,2.0,1.0,1.0,,10.0,16.0,,1.0,3.0,,,
22,"Perrie, Ian",9,7,4,13,2,4.0,,,,3.0,,1.0,,,,9.0,4.0,3.0,4.0,3.0,,,
32,"Ricciuto, Mark",18,6,12,30,2,1.0,,3.0,2.0,6.0,3.0,1.0,1.0,1.0,,7.0,24.0,,1.0,,,,
10,"Robran, Matthew",2,2,,2,,,,,,1.0,,,,,,,2.0,,,,,,
12,"Shirley, Robert",3,4,4,7,,,,4.0,,1.0,,1.0,,,,1.0,6.0,1.0,,2.0,,,
7,"Smart, Nigel",4,5,7,11,,,2.0,1.0,,1.0,1.0,,,,,2.0,9.0,,1.0,,,,
20,"Stenglein, Tyson",5,2,1,6,,,,1.0,,1.0,,,1.0,1.0,,1.0,5.0,,,1.0,,,
19,"Stevens, Mark",7,10,11,18,2,,,3.0,1.0,1.0,,,1.0,,,7.0,11.0,2.0,2.0,1.0,,,
30,"Vardy, Peter",15,5,5,20,1,3.0,,5.0,,4.0,,,2.0,,,12.0,7.0,1.0,1.0,2.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,93,126,337,23,18.0,46.0,55.0,29.0,65.0,43.0,13.0,16.0,12.0,6.0,128.0,209.0,15.0,22.0,31.0,2.0,,
Opposition,Opposition,161,79,95,256,9,5.0,23.0,45.0,34.0,43.0,31.0,27.0,12.0,16.0,,103.0,156.0,14.0,4.0,17.0,9.0,,
