Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",26y 67d,85 (53-1-31 62.94%),131 (1.54),←,
21,"Barlow, Michael",25y 277d,69 (43-1-25 63.04%),41 (0.59),←,
30,"Clarke, Zac",23y 177d,52 (25-1-26 49.04%),27 (0.52),←,
15,"Crowley, Ryan",29y 200d,163 (88-1-74 54.29%),107 (0.66),←,
3,"Dawson, Zac",27y 211d,118 (75-4-39 65.25%),6 (0.05),41 (29-1-11 71.95%),2 (0.05)
9,"de Boer, Matt",23y 195d,100 (56-1-43 56.50%),39 (0.39),←,
41,"Duffield, Paul",28y 228d,132 (67-1-64 51.14%),27 (0.20),←,
7,"Fyfe, Nat",22y 3d,71 (44-1-26 62.68%),54 (0.76),←,
32,"Hill, Stephen",23y 143d,107 (58-0-49 54.21%),65 (0.61),←,
37,"Johnson, Michael",28y 336d,171 (92-1-78 54.09%),59 (0.35),←,
23,"Mayne, Chris",24y 323d,104 (59-1-44 57.21%),136 (1.31),←,
18,"McPharlin, Luke",31y 294d,224 (117-1-106 52.46%),114 (0.51),212 (109-1-102 51.65%),111 (0.52)
16,"Mundy, David",28y 63d,185 (98-1-86 53.24%),71 (0.38),←,
13,"Mzungu, Tendai",27y 205d,62 (37-1-24 60.48%),39 (0.63),←,
27,"Neale, Lachie",20y 120d,22 (12-0-10 54.55%),12 (0.55),←,
29,"Pavlich, Matthew",31y 264d,290 (135-0-155 46.55%),580 (2.00),←,
6,"Pearce, Danyle",27y 167d,178 (77-2-99 43.82%),85 (0.48),24 (18-1-5 77.08%),9 (0.38)
31,"Sandilands, Aaron",30y 289d,192 (101-0-91 52.60%),75 (0.39),←,
34,"Spurr, Lee",26y 56d,35 (28-1-6 81.43%),2 (0.06),←,
8,"Suban, Nick",23y 135d,83 (43-1-39 52.41%),34 (0.41),←,
33,"Sutcliffe, Cam",21y 121d,22 (17-1-4 79.55%),9 (0.41),←,
10,"Walters, Michael",22y 257d,41 (27-1-13 67.07%),80 (1.95),←,
Totals,Totals,26y 55d,2506 (1352-22-1132 53.95%),1793 (0.72),,
C,"Lyon, Ross",46y 317d,169 (109-5-55 65.98%),,48 (33-1-14 69.79%),
