North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Ahern, Paul",24y 29d,24 (10-0-14 41.67%),6 (0.25),←,
3,"Anderson, Jed",26y 210d,75 (36-0-39 48.00%),24 (0.32),65 (29-0-36 44.62%),20 (0.31)
18,"Atley, Shaun",27y 352d,211 (103-0-108 48.82%),44 (0.21),←,
9,"Davies-Uniacke, Luke",21y 83d,27 (10-0-17 37.04%),7 (0.26),←,
1,"Daw, Majak",29y 172d,54 (21-0-33 38.89%),43 (0.80),←,
14,"Dumont, Trent",25y 61d,96 (36-0-60 37.50%),26 (0.27),←,
22,"Goldstein, Todd",32y 60d,248 (122-1-125 49.40%),124 (0.50),←,
43,"Hall, Aaron",29y 295d,121 (37-1-83 30.99%),88 (0.73),18 (4-0-14 22.22%),12 (0.67)
4,"Higgins, Shaun",32y 179d,234 (108-1-125 46.37%),223 (0.95),105 (50-0-55 47.62%),95 (0.90)
46,"Hosie, Lachlan",23y 187d,4 (0-0-4 0.00%),3 (0.75),←,
20,"Larkey, Nick",22y 85d,26 (11-0-15 42.31%),37 (1.42),←,
11,"McDonald, Luke",25y 203d,123 (60-0-63 48.78%),16 (0.13),←,
23,"McKay, Ben",22y 250d,12 (2-0-10 16.67%),,←,
40,"Murphy, Tom",22y 224d,8 (3-0-5 37.50%),1 (0.13),←,
8,"Scott, Bailey",20y 52d,14 (2-0-12 14.29%),11 (0.79),←,
12,"Simpkin, Jy",22y 178d,70 (28-0-42 40.00%),33 (0.47),←,
25,"Tarrant, Robbie",31y 127d,161 (75-0-86 46.58%),44 (0.27),←,
33,"Vickers-Willis, Ed",24y 155d,18 (8-0-10 44.44%),,←,
19,"Walker, Josh",27y 292d,99 (40-1-58 40.91%),71 (0.72),14 (3-0-11 21.43%),2 (0.14)
2,"Williams, Marley",27y 39d,127 (61-0-66 48.03%),11 (0.09),59 (25-0-34 42.37%),5 (0.08)
32,"Wood, Mason",26y 352d,63 (30-0-33 47.62%),75 (1.19),←,
44,"Zurhaar, Cameron",22y 100d,41 (16-0-25 39.02%),44 (1.07),←,
Totals,Totals,25y 300d,1856 (819-4-1033 44.13%),931 (0.50),,
C,"Shaw, Rhyce",38y 319d,26 (10-0-16 38.46%),,←,
