Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
48,"Adams, Oscar",3,,2,5,,,,2.0,3.0,,,4.0,1.0,2.0,,1.0,4.0,,,4.0,,,83.0
9,"Ainsworth, Ben",11,3,16,27,3,1.0,,2.0,,5.0,,2.0,,,,8.0,18.0,,1.0,1.0,,3.0,84.0
15,"Anderson, Noah",14,4,19,33,1,,,3.0,2.0,3.0,5.0,5.0,,1.0,2.0,9.0,23.0,1.0,,2.0,,2.0,84.0
1,"Andrew, Mac",9,4,9,18,,,,1.0,4.0,2.0,,3.0,,2.0,,3.0,12.0,1.0,,14.0,,,93.0
35,"Budarick, Connor",8,3,14,22,1,1.0,,5.0,,1.0,2.0,2.0,1.0,,,8.0,12.0,,,,,1.0,75.0
25 ↓,"Collins, Sam",5,4,5,10,,,,3.0,,,,1.0,,,,5.0,5.0,1.0,,1.0,,,72.0
5,"Davies, Alex",10,1,20,30,,,,10.0,1.0,4.0,6.0,3.0,1.0,1.0,,16.0,18.0,,,4.0,,1.0,81.0
50,"Farrar, Jy",5,2,8,13,3,,,4.0,,1.0,1.0,1.0,,,,3.0,9.0,,,1.0,,1.0,76.0
8,"Fiorini, Brayden",18,6,14,32,1,,,5.0,4.0,3.0,4.0,4.0,,,,8.0,25.0,,1.0,3.0,,,86.0
3,"Flanders, Sam",6,4,12,18,,,,2.0,2.0,3.0,,2.0,,1.0,,5.0,15.0,,,1.0,,1.0,85.0
7,"Holman, Nick",2,1,5,7,1,,,1.0,,,,1.0,,1.0,,2.0,5.0,,,1.0,,,77.0
19,"Humphrey, Bailey",12,4,7,19,3,1.0,,8.0,,7.0,3.0,,1.0,,,9.0,10.0,2.0,2.0,2.0,,,78.0
40,"Jeffrey, Joel",19,8,13,32,,1.0,,,10.0,5.0,3.0,,1.0,,,12.0,20.0,,,4.0,,,80.0
34,"King, Ben",5,1,3,8,2,,,,,3.0,,1.0,4.0,,,8.0,1.0,1.0,1.0,1.0,,1.0,86.0
30 ↑,"Lombard, Leo",2,,,2,,,,1.0,,,,1.0,,,,,2.0,,,,,,16.0
22,"Long, Ben",11,7,,11,4,1.0,,4.0,,2.0,,2.0,,1.0,1.0,2.0,6.0,2.0,6.0,,,,84.0
2,"Noble, John",19,7,12,31,,,,1.0,5.0,3.0,3.0,7.0,,2.0,,7.0,20.0,,,,1.0,1.0,84.0
27,"Powell, Wil",13,3,13,26,,1.0,,4.0,5.0,5.0,1.0,1.0,1.0,1.0,,7.0,18.0,,,3.0,1.0,,89.0
20,"Read, Ethan",4,1,4,8,1,2.0,4.0,1.0,,,1.0,5.0,1.0,4.0,,1.0,6.0,,,1.0,,,69.0
18,"Rowell, Matt",17,4,20,37,,,,12.0,4.0,7.0,15.0,5.0,3.0,3.0,3.0,23.0,18.0,,,4.0,2.0,1.0,79.0
32,"Uwland, Bodhi",4,3,11,15,,,,,1.0,1.0,1.0,1.0,1.0,,,8.0,7.0,,,3.0,,1.0,81.0
14,"Weller, Lachie",10,3,9,19,,,,4.0,1.0,5.0,2.0,2.0,2.0,,,6.0,13.0,,,1.0,,1.0,73.0
28,"Witts, Jarrod",5,2,8,13,,,48.0,4.0,1.0,4.0,5.0,,1.0,,,10.0,3.0,2.0,,7.0,,2.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,75,224,436,20,10.0,52.0,77.0,43.0,64.0,52.0,53.0,18.0,19.0,6.0,161.0,270.0,10.0,11.0,58.0,4.0,16.0,
Opposition,Opposition,205,63,159,364,9,10.0,51.0,73.0,43.0,53.0,40.0,61.0,19.0,18.0,,149.0,210.0,3.0,6.0,60.0,5.0,7.0,
