Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
41,"Bentley, Greg",20y 82d,13 (7-0-6 53.85%),4 (0.31),←,
10,"Boak, Travis",18y 333d,2 (2-0-0 100.00%),,←,
20,"Brogan, Dean",28y 198d,91 (62-1-28 68.68%),31 (0.34),←,
7,"Burgoyne, Peter",29y 152d,196 (111-3-82 57.40%),183 (0.93),←,
8,"Burgoyne, Shaun",24y 252d,117 (79-0-38 67.52%),120 (1.03),←,
25,"Cassisi, Domenic",24y 281d,95 (60-1-34 63.68%),39 (0.41),←,
35,"Cornes, Chad",27y 230d,173 (107-1-65 62.14%),136 (0.79),←,
18,"Cornes, Kane",24y 176d,128 (80-1-47 62.89%),55 (0.43),←,
33,"Ebert, Brett",23y 224d,67 (34-1-32 51.49%),85 (1.27),←,
17,"Gray, Robbie",19y 92d,4 (2-0-2 50.00%),7 (1.75),←,
5,"Lade, Brendon",30y 355d,183 (103-3-77 57.10%),150 (0.82),←,
12,"Lonie, Nathan",24y 118d,92 (33-0-59 35.87%),45 (0.49),28 (13-0-15 46.43%),10 (0.36)
4,"Motlop, Daniel",25y 106d,64 (26-1-37 41.41%),74 (1.16),17 (6-0-11 35.29%),21 (1.24)
16,"Pearce, Danyle",21y 84d,39 (18-0-21 46.15%),28 (0.72),←,
36,"Pettigrew, Michael",22y 106d,44 (21-0-23 47.73%),22 (0.50),←,
15,"Rodan, David",23y 265d,78 (27-0-51 34.62%),60 (0.77),13 (8-0-5 61.54%),17 (1.31)
9,"Surjan, Jacob",21y 319d,35 (19-0-16 54.29%),7 (0.20),←,
28,"Thurstans, Toby",26y 320d,71 (44-1-26 62.68%),50 (0.70),←,
1,"Tredrea, Warren",28y 188d,201 (119-2-80 59.70%),439 (2.18),←,
2,"Wakelin, Darryl",32y 323d,258 (143-2-113 55.81%),12 (0.05),143 (90-1-52 63.29%),4 (0.03)
39,"Westhoff, Justin",20y 272d,4 (2-0-2 50.00%),12 (3.00),←,
21,"Wilson, Michael",30y 221d,176 (94-4-78 54.55%),50 (0.28),←,
Totals,Totals,25y 14d,2131 (1193-21-917 55.98%),1609 (0.76),,
C,"Williams, Mark",48y 313d,202 (120-2-80 59.90%),,←,
