Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",31y 338d,278 (151-2-125 54.68%),370 (1.33),86 (27-0-59 31.40%),108 (1.26)
13,"Ah Chee, Callum",18y 190d,3 (2-0-1 66.67%),3 (1.00),←,
31,"Brooksby, Keegan",25y 355d,4 (1-0-3 25.00%),3 (0.75),←,
27,"Cameron, Clay",21y 325d,19 (5-0-14 26.32%),4 (0.21),←,
39,"Davis, Ryan",26y 314d,18 (6-0-12 33.33%),6 (0.33),4 (3-0-1 75.00%),2 (0.50)
12,"Day, Sam",23y 223d,82 (26-1-55 32.32%),55 (0.67),←,
33,"Hall, Aaron",25y 159d,65 (25-1-39 39.23%),59 (0.91),←,
5,"Harbrow, Jarrod",27y 273d,167 (69-2-96 41.92%),48 (0.29),97 (29-1-67 30.41%),27 (0.28)
28,"Kolodjashnij, Kade",20y 251d,43 (13-1-29 31.40%),10 (0.23),←,
23,"Lemmens, Sean",21y 166d,40 (15-1-24 38.75%),6 (0.15),←,
37,"Lonergan, Jesse",21y 154d,35 (11-1-23 32.86%),4 (0.11),←,
19,"Lynch, Tom",23y 168d,84 (25-1-58 30.36%),142 (1.69),←,
7,"Malceski, Nick",31y 245d,196 (122-3-71 63.01%),73 (0.37),20 (6-1-13 32.50%),6 (0.30)
4,"Martin, Jack",21y 78d,27 (10-1-16 38.89%),31 (1.15),←,
17,"May, Steven",24y 97d,75 (25-1-49 34.00%),15 (0.20),←,
11,"Miller, Touk",20y 54d,24 (5-1-18 22.92%),8 (0.33),←,
22,"Nicholls, Tom",24y 43d,34 (12-1-21 36.76%),5 (0.15),←,
10,"Prestia, Dion",23y 187d,85 (24-0-61 28.24%),28 (0.33),←,
35,"Rischitelli, Michael",30y 99d,203 (74-3-126 37.19%),86 (0.42),92 (25-0-67 27.17%),39 (0.42)
3,"Rosa, Matt",29y 145d,171 (89-1-81 52.34%),40 (0.23),3 (2-0-1 66.67%),1 (0.33)
42,"Saad, Adam",21y 268d,20 (7-1-12 37.50%),1 (0.05),←,
6,"Sexton, Alex",22y 135d,41 (12-0-29 29.27%),23 (0.56),←,
Totals,Totals,24y 161d,1714 (729-22-963 42.53%),1020 (0.60),,
C,"Eade, Rodney",58y 12d,340 (176-5-159 52.50%),,26 (7-1-18 28.85%),
