Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aliir, Aliir",8,5,5,13,,,,1.0,2.0,1.0,2.0,3.0,,,,5.0,8.0,,,2.0,,,94.0
14,"Bergman, Miles",11,3,2,13,1,,,6.0,4.0,4.0,3.0,5.0,2.0,,,5.0,8.0,,1.0,,,1.0,82.0
10,"Boak, Travis",3,,12,15,1,,,1.0,2.0,1.0,3.0,2.0,,,,6.0,9.0,,,2.0,,,86.0
7,"Burgoyne, Jase",6,1,3,9,,,,5.0,3.0,2.0,,4.0,,2.0,,4.0,6.0,,,2.0,,,85.0
9,"Butters, Zak",21,6,17,38,,1.0,,2.0,,7.0,7.0,3.0,4.0,1.0,3.0,12.0,21.0,1.0,,1.0,4.0,3.0,83.0
33,"Byrne-Jones, Darcy",12,3,5,17,2,,,2.0,1.0,1.0,2.0,,1.0,,,6.0,9.0,,1.0,,,,80.0
28,"Drew, Willem",6,,7,13,,,,5.0,,,4.0,5.0,,3.0,,6.0,3.0,,,2.0,,,89.0
6,"Farrell, Kane",18,6,2,20,,,,3.0,5.0,4.0,1.0,3.0,2.0,2.0,,4.0,14.0,,,2.0,1.0,1.0,85.0
19,"Georgiades, Mitch",10,6,3,13,3,5.0,,1.0,,,1.0,4.0,1.0,1.0,,5.0,8.0,1.0,5.0,1.0,1.0,,97.0
18,"Horne-Francis, Jason",19,2,8,27,3,1.0,,6.0,1.0,9.0,6.0,7.0,2.0,4.0,2.0,12.0,15.0,,1.0,1.0,1.0,1.0,80.0
39,"Jackson, Hugh",7,1,5,12,,,,2.0,1.0,3.0,4.0,2.0,1.0,2.0,,5.0,6.0,,,1.0,,1.0,65.0
34,"Jones, Lachie",8,2,4,12,,,,5.0,3.0,3.0,,1.0,2.0,,,3.0,9.0,,,3.0,,,80.0
50,"Liddy, Mani",11,6,7,18,,,,2.0,2.0,3.0,1.0,4.0,1.0,,,3.0,14.0,,,,,,76.0
30,"Lord, Ollie",2,1,7,9,,,7.0,3.0,,1.0,2.0,4.0,,3.0,,9.0,3.0,1.0,,5.0,,1.0,83.0
36 ↑,"Lorenz, Will",,,1,1,,,,1.0,,,,,,,,1.0,,,,,,,21.0
12,"Lukosius, Jack",5,5,2,7,,2.0,,1.0,,2.0,,2.0,,1.0,,2.0,6.0,1.0,2.0,2.0,,,90.0
35,"Richards, Joe",14,6,9,23,2,3.0,,7.0,,4.0,1.0,2.0,2.0,,,7.0,16.0,1.0,1.0,1.0,1.0,,77.0
15,"Rioli, Willie",3,2,1,4,,1.0,,,,2.0,,,,,,1.0,4.0,,1.0,2.0,,,76.0
1 ↓,"Rozee, Connor",7,3,8,15,,,,2.0,4.0,1.0,3.0,3.0,2.0,,,5.0,8.0,,,2.0,,,55.0
8,"Sinn, Josh",6,2,3,9,,,,1.0,3.0,1.0,,,,,,1.0,6.0,,,3.0,,,73.0
24,"Sweet, Jordon",2,1,3,5,,,41.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,,5.0,,1.0,,4.0,,,81.0
16,"Wines, Ollie",12,5,13,25,,,,4.0,3.0,2.0,10.0,,1.0,,,17.0,7.0,1.0,1.0,1.0,,1.0,62.0
25,"Zerk-Thatcher, Brandon",6,4,5,11,,,,3.0,2.0,,1.0,2.0,1.0,,,5.0,6.0,2.0,,4.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,70,132,329,12,15.0,48.0,68.0,37.0,52.0,53.0,58.0,23.0,21.0,5.0,129.0,186.0,9.0,13.0,41.0,8.0,9.0,
Opposition,Opposition,200,87,112,312,9,7.0,43.0,61.0,38.0,46.0,26.0,65.0,21.0,23.0,1.0,110.0,189.0,7.0,8.0,42.0,4.0,8.0,
