Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bairstow, Mark",27y 285d,70 (39-1-30 56.43%),72 (1.03),←,
27,"Bews, Andrew",26y 290d,152 (71-1-80 47.04%),120 (0.79),←,
30,"Bourke, Damian",26y 106d,83 (45-1-37 54.82%),9 (0.11),←,
16,"Brownless, Bill",24y 97d,89 (43-1-45 48.88%),177 (1.99),←,
28,"Darcy, Tim",27y 110d,106 (50-0-56 47.17%),28 (0.26),←,
17,"Exell, Gavin",28y 201d,51 (29-1-21 57.84%),108 (2.12),←,
4,"Fletcher, Adrian",21y 207d,23 (12-0-11 52.17%),10 (0.43),←,
29,"Hinkley, Ken",24y 217d,33 (13-0-20 39.39%),49 (1.48),22 (9-0-13 40.91%),28 (1.27)
32,"Hocking, Garry",22y 209d,62 (33-1-28 54.03%),51 (0.82),←,
10,"Hooper, Stephen",21y 361d,6 (4-0-2 66.67%),,←,
11,"Malakellis, Tony",21y 42d,14 (5-0-9 35.71%),12 (0.86),←,
38,"McCrabb, Austin",26y 98d,36 (20-0-16 55.56%),4 (0.11),←,
22,"Neeld, Mark",19y 296d,12 (5-0-7 41.67%),2 (0.17),←,
24,"Poole, Trevor",27y 12d,117 (36-0-81 30.77%),71 (0.61),18 (6-0-12 33.33%),15 (0.83)
20,"Rogers, Andrew",26y 263d,48 (28-0-20 58.33%),3 (0.06),40 (23-0-17 57.50%),2 (0.05)
6,"Russell, Dwayne",26y 62d,47 (23-1-23 50.00%),50 (1.06),←,
37,"Simpson, Sean",21y 19d,13 (5-0-8 38.46%),3 (0.23),6 (4-0-2 66.67%),2 (0.33)
9,"Sterrett, Ray",26y 42d,19 (9-0-10 47.37%),6 (0.32),←,
26,"Stoneham, Barry",23y 85d,91 (47-1-43 52.20%),75 (0.82),←,
45,"Wills, Andrew",19y 122d,1 (0-0-1 0.00%),,←,
Totals,Totals,24y 156d,1073 (517-8-548 48.18%),850 (0.79),,
C,"Blight, Malcolm",41y 78d,70 (36-0-34 51.43%),,54 (30-0-24 55.56%),
