Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Baird, John",3,2,,3,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,2.0,,,65.0
16,"Brown, Leigh",3,2,5,8,,,10.0,3.0,1.0,1.0,3.0,1.0,,,,4.0,4.0,,,,,,66.0
2,"Colbert, Leigh",9,9,5,14,,,,,2.0,,2.0,2.0,,1.0,,4.0,10.0,,,3.0,,,72.0
24,"Firrito, Michael",7,5,5,12,,,2.0,1.0,1.0,3.0,,2.0,,,,3.0,8.0,,,4.0,,,92.0
6,"Grant, Shannon",13,5,5,18,,1.0,1.0,5.0,,3.0,1.0,3.0,,,,4.0,14.0,,1.0,1.0,,,95.0
38,"Grima, Blake",8,2,3,11,1,,,2.0,2.0,1.0,1.0,1.0,,,,7.0,3.0,,,1.0,,,40.0
31,"Hale, David",12,9,3,15,2,,10.0,1.0,2.0,3.0,1.0,,,,,4.0,10.0,2.0,2.0,1.0,,,86.0
29,"Harvey, Brent",13,,5,18,2,,,2.0,,5.0,2.0,2.0,1.0,,,8.0,9.0,,,,2.0,,84.0
21,"Jones, Corey",6,,7,13,1,1.0,2.0,7.0,1.0,2.0,3.0,2.0,,,,11.0,3.0,,,1.0,,1.0,88.0
34,"King, David",8,2,,8,,1.0,,2.0,2.0,3.0,3.0,4.0,,2.0,,2.0,4.0,,1.0,,,,69.0
35,"Makepeace, Troy",9,3,,9,,,,4.0,5.0,,,2.0,,,,1.0,6.0,,,4.0,2.0,,100.0
5,"McKernan, Corey",7,6,1,8,,,3.0,,,3.0,,7.0,,4.0,,4.0,4.0,3.0,2.0,,,2.0,90.0
19,"Motlop, Daniel",6,5,1,7,2,2.0,,2.0,,1.0,,5.0,1.0,3.0,,6.0,2.0,4.0,3.0,5.0,,2.0,100.0
20,"Petrie, Drew",6,1,2,8,2,,,5.0,,1.0,,2.0,1.0,,,6.0,1.0,1.0,,1.0,,,98.0
3,"Rawlings, Brady",8,5,9,17,,1.0,,1.0,1.0,2.0,2.0,1.0,,,,9.0,8.0,,,4.0,,,100.0
32,"Sansbury, Eddie",9,2,6,15,,,,2.0,6.0,1.0,,1.0,1.0,,,5.0,7.0,,,5.0,3.0,,100.0
7,"Simpson, Adam",13,7,11,24,,,,3.0,2.0,2.0,5.0,4.0,2.0,2.0,,11.0,12.0,2.0,,1.0,,,89.0
9,"Sinclair, Jess",6,2,5,11,,1.0,,4.0,1.0,3.0,1.0,1.0,,,,1.0,9.0,,,2.0,,,62.0
10,"Stevens, Anthony",7,4,5,12,,,,2.0,1.0,3.0,2.0,2.0,,1.0,,5.0,7.0,1.0,1.0,6.0,1.0,,50.0
12,"Stevens, Michael",9,3,2,11,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,5.0,6.0,,,,,,81.0
36,"Watt, Shannon",9,3,2,11,,,,,2.0,,,,1.0,,,3.0,6.0,,,5.0,,,100.0
8,"Wells, Daniel",9,5,2,11,,1.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,,,3.0,8.0,,,1.0,3.0,1.0,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,82,84,264,10,10.0,32.0,49.0,32.0,45.0,29.0,45.0,8.0,14.0,,107.0,143.0,13.0,10.0,47.0,11.0,6.0,
Opposition,Opposition,199,94,190,389,18,13.0,30.0,34.0,35.0,51.0,38.0,40.0,14.0,8.0,6.0,126.0,267.0,6.0,29.0,45.0,21.0,12.0,
