Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",6,6.0,11,17,,1.0,,2.0,,3.0,,4.0,,3.0,,5,11,1.0,1.0,1.0,1.0,1.0,87.0
21,"Akermanis, Jason",15,5.0,8,23,5.0,1.0,,8.0,,7.0,2.0,1.0,3.0,,3.0,8,16,,1.0,,1.0,1.0,81.0
5,"Boyd, Matthew",14,4.0,14,28,,,,2.0,2.0,7.0,7.0,4.0,,2.0,,9,19,,,1.0,,1.0,87.0
17,"Cooney, Adam",15,4.0,15,30,,1.0,,3.0,2.0,4.0,7.0,3.0,,,,14,15,,1.0,1.0,,1.0,75.0
4,"Cross, Daniel",7,8.0,28,35,1.0,,1.0,3.0,1.0,2.0,7.0,1.0,,,2.0,14,21,,2.0,2.0,,2.0,89.0
10,"Eagleton, Nathan",14,7.0,8,22,,1.0,,3.0,1.0,4.0,,,,,,2,20,,,,,,75.0
3,"Everitt, Andrejs",6,6.0,7,13,,1.0,,3.0,2.0,,,,,,,4,9,1.0,1.0,4.0,,,73.0
9,"Gilbee, Lindsay",14,1.0,3,17,,,,2.0,3.0,6.0,1.0,2.0,1.0,1.0,,5,11,,,2.0,2.0,1.0,78.0
16,"Griffen, Ryan",8,4.0,9,17,,,2.0,4.0,,4.0,1.0,3.0,1.0,,,7,11,,,1.0,,,77.0
8,"Hahn, Mitch",8,5.0,12,20,2.0,1.0,,1.0,,4.0,1.0,2.0,,,,5,15,1.0,1.0,,,,82.0
40,"Harbrow, Jarrod",14,4.0,10,24,,,,1.0,3.0,,,1.0,,,,6,17,,,,,,90.0
25,"Hargrave, Ryan",19,5.0,8,27,,,,2.0,3.0,2.0,1.0,2.0,,,,6,22,,,5.0,,,90.0
20,"Hill, Josh",12,3.0,10,22,1.0,1.0,,5.0,1.0,2.0,1.0,,1.0,,,8,13,,,2.0,,1.0,83.0
15,"Hudson, Ben",3,,7,10,,,10.0,1.0,,3.0,4.0,1.0,2.0,,,6,4,,,1.0,,,64.0
6,"Johnson, Brad",13,8.0,10,23,,,,6.0,,3.0,,,,,,4,18,1.0,,,,,86.0
36,"Lake, Brian",11,7.0,7,18,,,,,4.0,,,4.0,,1.0,,4,13,3.0,,3.0,4.0,,98.0
27,"Minson, Will",5,1.0,5,10,2.0,,10.0,3.0,,,1.0,1.0,,1.0,,6,4,,,3.0,,,78.0
38,"Morris, Dale",3,2.0,8,11,,,,2.0,2.0,,,,,,,5,6,,,3.0,,,91.0
42,"Picken, Liam",3,,8,11,,,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,4,7,,,2.0,,,84.0
18,"Stack, Brennan",9,5.0,6,15,4.0,,,2.0,,3.0,,2.0,1.0,,,3,11,1.0,1.0,1.0,,,64.0
14,"Ward, Callan",9,5.0,13,22,2.0,2.0,,3.0,,4.0,3.0,,1.0,,,13,11,,1.0,,5.0,,85.0
12,"Williams, Tom",8,7.0,10,18,,,,,3.0,1.0,1.0,1.0,,,,4,13,1.0,,3.0,,,82.0
Totals,Totals,216,97.0,217,433,17.0,9.0,23.0,57.0,30.0,61.0,38.0,33.0,12.0,9.0,5.0,142,287,9.0,9.0,35.0,13.0,8.0,
Opposition,Opposition,193,113.0,156,349,11.0,14.0,33.0,58.0,41.0,48.0,29.0,34.0,9.0,12.0,1.0,115,231,16.0,19.0,63.0,17.0,9.0,
