Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",35y 122d,344 (185-2-157 54.07%),435 (1.26),234 (150-2-82 64.53%),311 (1.33)
30,"Atkins, Tom",23y 360d,22 (15-0-7 68.18%),5 (0.23),←,
24,"Bews, Jed",25y 273d,82 (46-2-34 57.32%),9 (0.11),←,
46,"Blicavs, Mark",28y 169d,157 (104-2-51 66.88%),36 (0.23),←,
40,"Dahlhaus, Luke",27y 23d,177 (87-0-90 49.15%),124 (0.70),23 (17-0-6 73.91%),14 (0.61)
35,"Dangerfield, Patrick",29y 161d,247 (143-1-103 58.10%),282 (1.14),93 (62-1-30 67.20%),119 (1.28)
29,"Guthrie, Cameron",27y 25d,160 (105-2-53 66.25%),52 (0.32),←,
26,"Hawkins, Tom",31y 54d,256 (183-2-71 71.88%),554 (2.16),←,
38,"Henry, Jack",21y 15d,44 (28-0-16 63.64%),8 (0.18),←,
11,"Kelly, Tim",25y 49d,47 (30-0-17 63.83%),45 (0.96),←,
8,"Kolodjashnij, Jake",24y 35d,92 (59-2-31 65.22%),,←,
27,"Menegola, Sam",27y 190d,64 (41-1-22 64.84%),48 (0.75),←,
32,"Miers, Gryan",20y 167d,24 (17-0-7 70.83%),26 (1.08),←,
19,"Narkle, Quinton",21y 284d,11 (6-0-5 54.55%),9 (0.82),←,
42,"OConnor, Mark",22y 239d,29 (19-0-10 65.52%),1 (0.03),←,
3,"Parfitt, Brandan",21y 139d,53 (37-0-16 69.81%),25 (0.47),←,
17,"Ratugolea, Esava",21y 51d,27 (20-0-7 74.07%),22 (0.81),←,
14,"Selwood, Joel",31y 110d,294 (216-1-77 73.64%),158 (0.54),←,
1,"Stanley, Rhys",28y 286d,132 (70-1-61 53.41%),84 (0.64),74 (49-1-24 66.89%),44 (0.59)
44,"Stewart, Tom",26y 182d,67 (44-0-23 65.67%),3 (0.04),←,
7,"Taylor, Harry",33y 93d,260 (191-2-67 73.85%),74 (0.28),←,
2,"Tuohy, Zach",29y 277d,185 (88-2-95 48.11%),59 (0.32),65 (40-1-24 62.31%),19 (0.29)
Totals,Totals,26y 183d,2774 (1734-20-1020 62.51%),2059 (0.74),,
C,"Scott, Chris",43y 133d,214 (148-2-64 69.63%),,←,
