Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 178d,104 (51-2-51 50.00%),60 (0.58),←,
19,"Beveridge, Luke",22y 300d,43 (25-0-18 58.14%),42 (0.98),1 (1-0-0 100.00%),1 (1.00)
18,"Cameron, Leon",20y 290d,52 (27-1-24 52.88%),24 (0.46),←,
6,"Campbell, Tony",25y 310d,106 (59-0-47 55.66%),63 (0.59),31 (20-0-11 64.52%),2 (0.06)
1,"Charles, Justin",22y 264d,34 (17-1-16 51.47%),23 (0.68),←,
11,"Corcoran, Shannon",22y 117d,17 (10-0-7 58.82%),2 (0.12),←,
26,"Del-Re, Danny",25y 127d,56 (32-1-23 58.04%),133 (2.38),←,
32,"Foster, Peter",33y 17d,167 (89-3-75 54.19%),58 (0.35),160 (86-3-71 54.69%),56 (0.35)
29,"Grant, Chris",20y 188d,67 (37-1-29 55.97%),136 (2.03),←,
7,"Hawkins, Doug",33y 45d,299 (127-4-168 43.14%),207 (0.69),←,
10,"Hunter, Mark",27y 289d,85 (40-2-43 48.24%),2 (0.02),←,
4,"Kellett, Nigel",23y 183d,48 (26-0-22 54.17%),21 (0.44),←,
21,"Kolyniuk, Steven",22y 349d,72 (36-1-35 50.69%),90 (1.25),←,
39,"Liberatore, Tony",27y 128d,95 (54-1-40 57.37%),56 (0.59),←,
2,"Reynolds, Keenan",24y 163d,53 (30-0-23 56.60%),22 (0.42),←,
33,"Royal, Brian",31y 189d,193 (103-2-88 53.89%),286 (1.48),←,
5,"Smith, Rohan",20y 19d,18 (13-0-5 72.22%),16 (0.89),←,
17,"Standfield, Barry",23y 126d,43 (25-0-18 58.14%),17 (0.40),←,
8,"Toohey, Bernard",30y 121d,256 (132-1-123 51.76%),115 (0.45),33 (22-0-11 66.67%),4 (0.12)
15,"Wynd, Scott",23y 145d,89 (45-1-43 51.12%),11 (0.12),←,
Totals,Totals,25y 104d,1897 (978-21-898 51.56%),1384 (0.73),,
C,"Wheeler, Terry",38y 98d,80 (44-1-35 55.63%),,←,
