Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Breust, Luke",9,7,5,14,3,2.0,,6.0,,4.0,,3.0,,,,5.0,10.0,,2.0,2.0,,1.0,87.0
9,"Burgoyne, Shaun",10,6,8,18,,,,5.0,4.0,1.0,1.0,,3.0,,,8.0,8.0,2.0,,2.0,,,75.0
18,"Ceglar, Jonathon",10,8,16,26,,,15.0,1.0,1.0,3.0,5.0,6.0,2.0,2.0,,15.0,10.0,4.0,1.0,1.0,,,93.0
46,"Cousins, James",14,6,11,25,,,,1.0,1.0,2.0,3.0,6.0,1.0,2.0,,9.0,16.0,,,,,,75.0
13,"Glass, Conor",9,1,4,13,,,,1.0,1.0,2.0,1.0,,,,,2.0,10.0,,,,,1.0,77.0
19,"Gunston, Jack",8,5,6,14,1,2.0,,1.0,1.0,1.0,,2.0,,,,5.0,10.0,3.0,3.0,2.0,,,95.0
15,"Hardwick, Blake",16,6,4,20,,,,3.0,4.0,1.0,,2.0,1.0,,,1.0,16.0,,,1.0,,,89.0
31,"Henderson, Ricky",19,6,11,30,,,,,3.0,6.0,,3.0,,1.0,,4.0,26.0,,,1.0,,1.0,89.0
4,"Impey, Jarman",14,10,7,21,,,,2.0,2.0,1.0,,1.0,2.0,1.0,,2.0,18.0,,,1.0,2.0,,85.0
8,"Lewis, Mitch",5,5,2,7,1,,,1.0,,2.0,,1.0,,1.0,,2.0,5.0,1.0,2.0,,,1.0,48.0
7,"McEvoy, Ben",4,4,3,7,,,6.0,1.0,,1.0,1.0,1.0,,,,5.0,3.0,2.0,,2.0,,,36.0
36,"Moore, Dylan",7,7,8,15,1,1.0,,,1.0,5.0,1.0,2.0,,,,5.0,11.0,2.0,2.0,1.0,,1.0,75.0
1,"Morrison, Harry",10,5,7,17,,,,1.0,,4.0,1.0,,1.0,,,2.0,14.0,,,,,1.0,81.0
23,"OBrien, Tim",13,3,3,16,,,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,7.0,9.0,1.0,,2.0,,,93.0
10,"OMeara, Jaeger",18,5,11,29,,1.0,,6.0,1.0,2.0,8.0,3.0,2.0,1.0,1.0,10.0,16.0,,,3.0,,,78.0
28,"Puopolo, Paul",3,2,7,10,,,,4.0,,2.0,,1.0,1.0,1.0,,5.0,7.0,,,1.0,,,87.0
35,"Scrimshaw, Jack",8,5,3,11,,,,,4.0,,,1.0,,1.0,,5.0,6.0,1.0,,1.0,,,81.0
21,"Scully, Tom",9,4,10,19,2,1.0,,3.0,1.0,2.0,1.0,2.0,,1.0,,3.0,15.0,1.0,1.0,1.0,,1.0,88.0
26,"Shiels, Liam",11,7,13,24,,1.0,,2.0,,5.0,2.0,3.0,1.0,1.0,,5.0,19.0,,,1.0,,,89.0
6,"Sicily, James",17,8,4,21,,,,,4.0,2.0,,7.0,3.0,1.0,,5.0,17.0,1.0,,5.0,,,94.0
24,"Stratton, Ben",4,3,4,8,,,,,1.0,,,,,,,2.0,5.0,,,3.0,,,100.0
5,"Worpel, James",11,6,15,26,,,,7.0,4.0,2.0,2.0,4.0,1.0,1.0,,9.0,18.0,,,,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,229,119,162,391,8,11.0,22.0,46.0,35.0,49.0,26.0,49.0,20.0,15.0,1.0,116.0,269.0,18.0,11.0,30.0,2.0,7.0,
Opposition,Opposition,255,133,158,413,14,11.0,41.0,46.0,41.0,51.0,36.0,51.0,15.0,20.0,5.0,125.0,285.0,11.0,14.0,45.0,16.0,8.0,
