Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Barlow, Michael",12,8,11,23,2,,,5.0,1.0,3.0,5.0,3.0,1.0,1.0,,10.0,13.0,,1.0,,,,73.0
30,"Clarke, Zac",4,2,5,9,,,4.0,,,,3.0,3.0,1.0,2.0,,6.0,2.0,,1.0,4.0,,1.0,80.0
15,"Crowley, Ryan",4,2,7,11,,,,3.0,1.0,,3.0,2.0,,1.0,,7.0,4.0,,,,,,88.0
17,"Crozier, Hayden",11,6,2,13,2,,,3.0,,5.0,,1.0,2.0,,,4.0,9.0,,1.0,1.0,,1.0,76.0
3,"Dawson, Zac",3,1,3,6,,,,5.0,,,,2.0,,1.0,,2.0,4.0,,,9.0,,,100.0
9 ↑,"de Boer, Matt",9,,4,13,,1.0,,4.0,1.0,4.0,3.0,3.0,1.0,,,6.0,7.0,,,,,1.0,38.0
41,"Duffield, Paul",10,1,3,13,,,,3.0,6.0,2.0,1.0,3.0,1.0,1.0,,5.0,4.0,1.0,,3.0,,,98.0
7,"Fyfe, Nat",7,1,21,28,2,1.0,1.0,11.0,,,7.0,3.0,,,,21.0,8.0,,,5.0,,,89.0
32,"Hill, Stephen",20,5,8,28,,2.0,,,3.0,7.0,3.0,1.0,,1.0,,9.0,19.0,1.0,,2.0,4.0,2.0,80.0
5,"Ibbotson, Garrick",10,8,4,14,,1.0,2.0,1.0,4.0,4.0,,3.0,2.0,2.0,,5.0,10.0,2.0,,4.0,,1.0,95.0
23,"Mayne, Chris",4,5,5,9,,1.0,,2.0,,,1.0,1.0,,,,8.0,3.0,2.0,2.0,4.0,,1.0,83.0
16,"Mundy, David",16,3,8,24,,1.0,2.0,3.0,5.0,3.0,7.0,3.0,,2.0,,11.0,15.0,,,1.0,,1.0,79.0
13,"Mzungu, Tendai",9,4,4,13,,,,1.0,2.0,4.0,1.0,4.0,1.0,1.0,,2.0,10.0,,,1.0,,1.0,92.0
27,"Neale, Lachie",18,3,14,32,,1.0,,1.0,1.0,3.0,7.0,2.0,3.0,,,17.0,16.0,,,1.0,,,71.0
29,"Pavlich, Matthew",5,8,7,12,,3.0,,2.0,,1.0,,1.0,,1.0,,3.0,9.0,2.0,2.0,2.0,,,93.0
6,"Pearce, Danyle",15,1,5,20,1,,,3.0,,3.0,1.0,5.0,3.0,2.0,,8.0,12.0,,,2.0,1.0,,80.0
31,"Sandilands, Aaron",2,5,7,9,1,,50.0,3.0,,,1.0,2.0,,1.0,,4.0,5.0,1.0,2.0,1.0,,,82.0
34,"Spurr, Lee",8,5,4,12,,,,1.0,5.0,1.0,,1.0,,1.0,,2.0,8.0,,,1.0,,,100.0
8,"Suban, Nick",6,1,4,10,,1.0,,1.0,,4.0,,,1.0,,,5.0,5.0,1.0,,1.0,,,75.0
33,"Sutcliffe, Cam",13,5,6,19,,,,2.0,3.0,2.0,,1.0,1.0,1.0,,3.0,15.0,,,4.0,,,98.0
20 ↓,"Taberner, Matthew",2,1,,2,,1.0,,3.0,1.0,,,1.0,,1.0,,,2.0,,,,,,43.0
10,"Walters, Michael",12,6,,12,3,3.0,,1.0,2.0,3.0,,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,81,132,332,11,17.0,59.0,58.0,35.0,49.0,43.0,47.0,18.0,21.0,,141.0,189.0,11.0,11.0,46.0,5.0,9.0,
Opposition,Opposition,212,95,135,347,15,15.0,34.0,67.0,30.0,54.0,42.0,58.0,21.0,18.0,,143.0,200.0,12.0,9.0,45.0,9.0,8.0,
