Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",26y 231d,100 (51-0-49 51.00%),40 (0.40),←,
19,"Betts, Eddie",26y 257d,179 (72-3-104 41.06%),282 (1.58),←,
21,"Bootsma, Josh",20y 169d,13 (5-0-8 38.46%),2 (0.15),←,
37,"Cachia, Jaryd",22y 94d,14 (7-0-7 50.00%),1 (0.07),←,
35,"Curnow, Ed",23y 276d,46 (28-1-17 61.96%),8 (0.17),←,
38,"Garlett, Jeff",24y 7d,95 (52-1-42 55.26%),167 (1.76),←,
4,"Gibbs, Bryce",24y 148d,150 (70-1-79 47.00%),75 (0.50),←,
23,"Henderson, Lachie",23y 239d,79 (38-1-40 48.73%),56 (0.71),64 (30-1-33 47.66%),53 (0.83)
40,"Jamison, Michael",27y 60d,106 (50-1-55 47.64%),1 (0.01),←,
5,"Judd, Chris",29y 336d,257 (146-3-108 57.39%),216 (0.84),123 (62-1-60 50.81%),78 (0.63)
14,"McLean, Brock",27y 152d,138 (58-1-79 42.39%),64 (0.46),44 (21-0-23 47.73%),25 (0.57)
2,"Menzel, Troy",18y 322d,3 (2-0-1 66.67%),4 (1.33),←,
3,"Murphy, Marc",26y 22d,160 (73-1-86 45.94%),130 (0.81),←,
17,"Rowe, Sam",25y 264d,10 (5-0-5 50.00%),9 (0.90),←,
29,"Scotland, Heath",33y 20d,260 (110-2-148 42.69%),78 (0.30),207 (87-2-118 42.51%),66 (0.32)
6,"Simpson, Kade",29y 97d,195 (81-2-112 42.05%),115 (0.59),←,
42,"Tuohy, Zach",23y 243d,49 (27-0-22 55.10%),19 (0.39),←,
30,"Waite, Jarrad",30y 187d,163 (58-3-102 36.50%),215 (1.32),←,
1,"Walker, Andrew",27y 84d,161 (60-3-98 38.20%),116 (0.72),←,
11,"Warnock, Robert",26y 203d,65 (33-1-31 51.54%),12 (0.18),44 (23-1-20 53.41%),8 (0.18)
10,"Watson, Matthew",21y 25d,16 (7-0-9 43.75%),2 (0.13),←,
13,"Yarran, Chris",22y 234d,79 (38-1-40 48.73%),62 (0.78),←,
Totals,Totals,25y 183d,2338 (1071-25-1242 45.81%),1674 (0.72),,
C,"Malthouse, Mick",59y 358d,683 (395-6-282 58.27%),,19 (9-0-10 47.37%),
