Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bennell, Harley",18,3,3,21,3,2.0,,,2.0,6.0,4.0,1.0,,,,9.0,11.0,1.0,1.0,,2.0,2.0,93.0
44,"Bock, Nathan",11,9,6,17,,1.0,1.0,1.0,2.0,,,6.0,,4.0,,4.0,13.0,,1.0,8.0,4.0,,94.0
3,"Brennan, Jared",19,11,5,24,,1.0,3.0,8.0,2.0,2.0,2.0,9.0,,3.0,,8.0,15.0,1.0,1.0,3.0,2.0,,96.0
30,"Brown, Campbell",4,3,8,12,2,,,1.0,,1.0,,3.0,,2.0,,5.0,7.0,,2.0,1.0,,2.0,95.0
28,"Caddy, Josh",5,2,8,13,,,,3.0,1.0,1.0,5.0,,,,,7.0,5.0,,,2.0,,,81.0
12,"Day, Sam",5,3,5,10,2,1.0,,1.0,,1.0,,,3.0,,,7.0,3.0,1.0,1.0,4.0,,,82.0
23,"Dixon, Charlie",7,3,4,11,2,2.0,6.0,2.0,,1.0,1.0,1.0,1.0,1.0,,7.0,5.0,,2.0,2.0,1.0,,75.0
42,"Horsley, Kyal",15,5,4,19,,1.0,,8.0,4.0,7.0,4.0,3.0,,,,6.0,13.0,,,3.0,1.0,1.0,73.0
7,"Hunt, Karmichael",7,3,9,16,,,,4.0,2.0,1.0,5.0,3.0,2.0,1.0,,7.0,10.0,,,3.0,,,73.0
36,"Iles, Sam",9,3,3,12,1,1.0,,3.0,1.0,1.0,,1.0,1.0,,,6.0,7.0,1.0,1.0,1.0,,,85.0
19,"Lynch, Tom",11,7,3,14,1,,,2.0,,1.0,,4.0,1.0,3.0,,7.0,7.0,3.0,1.0,1.0,1.0,,96.0
32,"Matera, Brandon",12,8,4,16,,1.0,,3.0,,7.0,2.0,2.0,1.0,,,5.0,12.0,,,1.0,5.0,1.0,93.0
18,"McKenzie, Trent",11,3,5,16,,,,2.0,5.0,2.0,1.0,1.0,1.0,,,5.0,11.0,,,2.0,2.0,,72.0
41,"Prestia, Dion",6,2,8,14,,1.0,,5.0,,3.0,2.0,2.0,,1.0,,6.0,8.0,,,3.0,,,77.0
8 ↑,"Russell, Luke",5,4,5,10,1,,,,2.0,1.0,1.0,,,,,2.0,8.0,,,1.0,1.0,,40.0
26 ↓,"Shaw, Matt",2,1,3,5,,,,1.0,,,,,,,,2.0,3.0,,,1.0,,,42.0
2,"Smith, Zac",3,,3,6,,,27.0,3.0,,1.0,3.0,3.0,,2.0,,4.0,2.0,,,2.0,,,83.0
24,"Swallow, David",18,4,5,23,1,,,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,13.0,11.0,1.0,,1.0,,,79.0
48,"Tape, Seb",7,5,1,8,,,,,2.0,,,,,,,3.0,5.0,1.0,1.0,8.0,,,96.0
14,"Warnock, Matthew",3,2,9,12,,,,2.0,1.0,,,3.0,,2.0,,6.0,6.0,,,11.0,,,98.0
4,"Weller, Maverick",9,4,3,12,,1.0,,2.0,2.0,3.0,,,1.0,,,2.0,9.0,,,1.0,,1.0,88.0
38,"Wilkinson, Joel",4,4,5,9,,,,3.0,2.0,,1.0,2.0,,1.0,,2.0,7.0,,1.0,,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,89,109,300,13,15.0,37.0,58.0,29.0,43.0,35.0,46.0,12.0,21.0,1.0,123.0,178.0,9.0,12.0,59.0,19.0,7.0,
Opposition,Opposition,199,77,196,395,17,25.0,50.0,65.0,21.0,61.0,41.0,37.0,21.0,12.0,5.0,152.0,250.0,10.0,16.0,43.0,14.0,10.0,
