Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bartram, Clint",18y 170d,18 (12-0-6 66.67%),5 (0.28),←,
6,"Bate, Matthew",19y 73d,9 (8-0-1 88.89%),6 (0.67),←,
21,"Bell, Daniel",21y 114d,23 (15-0-8 65.22%),,←,
25,"Brown, Nathan",29y 356d,125 (62-0-63 49.60%),32 (0.26),←,
32,"Bruce, Cameron",26y 309d,140 (73-0-67 52.14%),169 (1.21),←,
41,"Carroll, Nathan",25y 289d,35 (16-0-19 45.71%),1 (0.03),←,
30,"Godfrey, Simon",25y 291d,84 (42-0-42 50.00%),14 (0.17),←,
18,"Green, Brad",25y 145d,142 (75-0-67 52.82%),193 (1.36),←,
4,"Holland, Ben",29y 87d,174 (92-0-82 52.87%),164 (0.94),49 (30-0-19 61.22%),40 (0.82)
40,"Jamar, Mark",22y 361d,37 (19-0-18 51.35%),11 (0.30),←,
2,"Jones, Nathan",18y 197d,2 (1-0-1 50.00%),1 (0.50),←,
23,"McDonald, James",29y 304d,171 (85-0-86 49.71%),41 (0.24),←,
5,"McLean, Brock",20y 147d,41 (25-0-16 60.98%),21 (0.51),←,
9,"Neitz, David",31y 195d,281 (135-0-146 48.04%),578 (2.06),←,
27,"Rivers, Jared",21y 291d,55 (31-0-24 56.36%),4 (0.07),←,
24,"Robertson, Russell",27y 254d,185 (94-0-91 50.81%),328 (1.77),←,
12,"Sylvia, Colin",20y 270d,32 (18-0-14 56.25%),16 (0.50),←,
10,"Ward, Daniel",29y 27d,112 (44-0-68 39.29%),26 (0.23),←,
31,"Wheatley, Paul",25y 115d,99 (53-0-46 53.54%),27 (0.27),←,
45,"Whelan, Matthew",26y 265d,120 (61-0-59 50.83%),13 (0.11),←,
34,"White, Jeff",29y 167d,225 (113-0-112 50.22%),98 (0.44),193 (100-0-93 51.81%),80 (0.41)
13,"Yze, Adem",28y 318d,251 (118-0-133 47.01%),218 (0.87),←,
Totals,Totals,25y 83d,2361 (1192-0-1169 50.49%),1966 (0.83),,
C,"Daniher, Neale",45y 171d,204 (104-0-100 50.98%),,←,
