Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 16d,255 (155-0-100 60.78%),131 (0.51),←,
16,"Brown, Leigh",23y 45d,109 (43-1-65 39.91%),45 (0.41),46 (24-1-21 53.26%),25 (0.54)
2,"Colbert, Leigh",29y 306d,191 (109-2-80 57.59%),64 (0.34),86 (47-1-38 55.23%),14 (0.16)
24,"Firrito, Michael",21y 133d,21 (12-0-9 57.14%),5 (0.24),←,
6,"Grant, Shannon",27y 355d,217 (125-2-90 58.06%),240 (1.11),159 (93-1-65 58.81%),202 (1.27)
17,"Grima, Blake",20y 305d,3 (1-0-2 33.33%),1 (0.33),←,
31,"Hale, David",20y 322d,17 (7-0-10 41.18%),6 (0.35),←,
4,"Harris, Daniel",22y 334d,50 (26-1-23 53.00%),18 (0.36),←,
29,"Harvey, Brent",26y 330d,174 (103-1-70 59.48%),209 (1.20),←,
21,"Jones, Corey",24y 42d,61 (29-0-32 47.54%),63 (1.03),←,
35,"Makepeace, Troy",26y 34d,107 (56-1-50 52.80%),27 (0.25),←,
20,"Petrie, Drew",22y 176d,66 (32-1-33 49.24%),60 (0.91),←,
25,"Picioane, Lance",24y 306d,65 (33-0-32 50.77%),26 (0.40),3 (3-0-0 100.00%),
30,"Pratt, Daniel",22y 19d,6 (4-0-2 66.67%),1 (0.17),3 (3-0-0 100.00%),
26,"Rocca, Saverio",31y 140d,231 (108-3-120 47.40%),692 (3.00),75 (38-1-36 51.33%),178 (2.37)
32,"Sansbury, Eddie",21y 134d,12 (6-0-6 50.00%),4 (0.33),←,
7,"Simpson, Adam",29y 52d,205 (126-1-78 61.71%),65 (0.32),←,
9,"Sinclair, Jess",26y 226d,123 (46-1-76 37.80%),57 (0.46),73 (33-1-39 45.89%),31 (0.42)
12,"Stevens, Michael",24y 153d,44 (23-0-21 52.27%),14 (0.32),27 (15-0-12 55.56%),11 (0.41)
23,"Thompson, Nathan",27y 54d,122 (58-1-63 47.95%),195 (1.60),3 (3-0-0 100.00%),3 (1.00)
36,"Watt, Shannon",24y 134d,72 (37-1-34 52.08%),4 (0.06),←,
8,"Wells, Daniel",20y 65d,43 (23-1-19 54.65%),26 (0.60),←,
Totals,Totals,25y 1d,2194 (1162-17-1015 52.96%),1953 (0.89),,
C,"Laidley, Dani",38y 13d,47 (24-1-22 52.13%),,←,
