0,1,2,3,4,5,6
←,"Round: 13 Venue: Docklands Date: Fri, 24-Jun-2005 7:40 PM Attendance: 48342","Round: 13 Venue: Docklands Date: Fri, 24-Jun-2005 7:40 PM Attendance: 48342","Round: 13 Venue: Docklands Date: Fri, 24-Jun-2005 7:40 PM Attendance: 48342","Round: 13 Venue: Docklands Date: Fri, 24-Jun-2005 7:40 PM Attendance: 48342","Round: 13 Venue: Docklands Date: Fri, 24-Jun-2005 7:40 PM Attendance: 48342",→
←,Essendon,4.3.27,9.3.57,14.4.88,19.5.119,→
←,St Kilda,3.2.20,6.5.41,11.8.74,16.8.104,→
←,Qrt margin,ES by 7,ES by 16,ES by 14,ES by 15,→
←,Qrt scores,ES 27-20,ES 30-21,SK 33-31,ES 31-30,→
←,Field umpires,"Brett Allen (290), Simon Meredith (26), Michael Vozzo (128)","Brett Allen (290), Simon Meredith (26), Michael Vozzo (128)","Brett Allen (290), Simon Meredith (26), Michael Vozzo (128)","Brett Allen (290), Simon Meredith (26), Michael Vozzo (128)",→
