Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",30y 261d,248 (119-1-128 48.19%),164 (0.66),←,
26,"Bonner, Riley",22y 43d,28 (18-0-10 64.29%),3 (0.11),←,
3,"Burton, Ryan",22y 78d,52 (28-1-23 54.81%),6 (0.12),5 (3-0-2 60.00%),1 (0.20)
18,"Butters, Zak",18y 223d,5 (3-0-2 60.00%),3 (0.60),←,
33,"Byrne-Jones, Darcy",23y 211d,69 (37-0-32 53.62%),6 (0.09),←,
17,"Clurey, Tom",25y 27d,65 (39-0-26 60.00%),,←,
28,"Drew, Willem",20y 200d,5 (3-0-2 60.00%),2 (0.40),←,
21,"Duursma, Xavier",18y 286d,5 (3-0-2 60.00%),3 (0.60),←,
7,"Ebert, Brad",29y 17d,240 (112-1-127 46.88%),124 (0.52),164 (84-1-79 51.52%),91 (0.55)
9,"Gray, Robbie",31y 20d,204 (98-0-106 48.04%),300 (1.47),←,
46,"Gray, Sam",27y 77d,79 (45-0-34 56.96%),68 (0.86),←,
43,"Houston, Dan",21y 342d,44 (26-0-18 59.09%),6 (0.14),←,
32,"Howard, Dougal",23y 25d,33 (18-0-15 54.55%),4 (0.12),←,
42,"Jonas, Tom",28y 100d,126 (65-1-60 51.98%),1 (0.01),←,
29,"Lycett, Scott",26y 205d,80 (51-0-29 63.75%),46 (0.57),5 (3-0-2 60.00%),1 (0.20)
13,"Marshall, Todd",20y 193d,13 (11-0-2 84.62%),14 (1.08),←,
2,"Powell-Pepper, Sam",21y 101d,43 (27-0-16 62.79%),25 (0.58),←,
11,"Rockliff, Tom",29y 56d,177 (60-0-117 33.90%),94 (0.53),23 (14-0-9 60.87%),7 (0.30)
20,"Rozee, Connor",19y 87d,5 (3-0-2 60.00%),8 (1.60),←,
4,"Ryder, Paddy",31y 36d,231 (115-4-112 50.65%),161 (0.70),61 (36-0-25 59.02%),44 (0.72)
39,"Westhoff, Justin",32y 200d,253 (121-1-131 48.02%),296 (1.17),←,
16,"Wines, Ollie",24y 194d,132 (72-0-60 54.55%),60 (0.45),←,
Totals,Totals,24y 318d,2137 (1074-9-1054 50.26%),1394 (0.65),,
C,"Hinkley, Ken",52y 201d,142 (80-0-62 56.34%),,←,
