Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",7,4,2,9,3,1.0,,2.0,,1.0,,2.0,,1.0,,2.0,7.0,1.0,2.0,1.0,,1.0,86.0
3,"Coniglio, Stephen",9,3,17,26,,,,1.0,2.0,4.0,7.0,4.0,,1.0,,11.0,15.0,,,2.0,1.0,1.0,81.0
35,"Corr, Aidan",5,5,6,11,,,,1.0,2.0,2.0,,1.0,1.0,1.0,,5.0,7.0,1.0,,2.0,,,79.0
1,"Davis, Phil",10,6,5,15,,,,1.0,5.0,1.0,,3.0,2.0,1.0,,6.0,8.0,1.0,,6.0,,,97.0
24,"de Boer, Matt",7,6,17,24,,2.0,,1.0,,4.0,1.0,3.0,1.0,3.0,,9.0,16.0,2.0,1.0,,,2.0,88.0
31,"Finlayson, Jeremy",4,2,4,8,1,,,,4.0,1.0,,2.0,,2.0,,3.0,6.0,1.0,,3.0,,,73.0
32,"Griffen, Ryan",10,2,3,13,2,1.0,,1.0,,4.0,,4.0,1.0,1.0,,3.0,10.0,,1.0,,,1.0,76.0
19,"Haynes, Nick",13,9,1,14,,,,1.0,6.0,2.0,,1.0,,,,1.0,14.0,1.0,,4.0,2.0,,85.0
27,"Himmelberg, Harry",8,6,6,14,1,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,,,4.0,10.0,1.0,2.0,2.0,,1.0,74.0
2,"Hopper, Jacob",11,3,6,17,1,,,3.0,,4.0,3.0,4.0,2.0,2.0,,7.0,11.0,,1.0,,,,83.0
22,"Kelly, Josh",21,8,9,30,2,1.0,,5.0,2.0,3.0,4.0,2.0,,,1.0,9.0,20.0,1.0,1.0,1.0,3.0,,84.0
17,"Langdon, Zac",5,4,8,13,1,,,2.0,,2.0,,3.0,,2.0,,4.0,8.0,,,1.0,,2.0,77.0
12,"Patton, Jonathon",7,8,3,10,3,2.0,5.0,,,3.0,1.0,1.0,1.0,,,6.0,7.0,1.0,5.0,7.0,,,78.0
50,"Reid, Sam",5,2,10,15,1,,,2.0,,2.0,,3.0,1.0,2.0,,8.0,10.0,,1.0,3.0,1.0,1.0,85.0
23,"Shaw, Heath",16,8,7,23,,,,3.0,7.0,1.0,1.0,1.0,1.0,,,5.0,17.0,,,6.0,5.0,,90.0
5,"Shiel, Dylan",17,3,9,26,,,,3.0,3.0,8.0,4.0,7.0,,2.0,3.0,7.0,19.0,,,2.0,,2.0,78.0
26,"Simpson, Dawson",4,1,7,11,,,21.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,,8.0,4.0,1.0,,3.0,,,66.0
14,"Taranto, Tim",11,4,7,18,1,2.0,,6.0,3.0,4.0,5.0,4.0,1.0,2.0,,11.0,9.0,,1.0,3.0,,,83.0
15,"Taylor, Sam",2,1,6,8,,,,1.0,3.0,,,,1.0,,,6.0,2.0,,,6.0,,,84.0
20,"Tomlinson, Adam",6,3,4,10,,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,6.0,5.0,,,2.0,,,84.0
8,"Ward, Callan",9,4,12,21,,,,2.0,,4.0,4.0,5.0,3.0,5.0,,10.0,11.0,,,,2.0,,81.0
6,"Whitfield, Lachie",15,5,11,26,,,,3.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,4.0,22.0,,,3.0,2.0,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,97,160,362,16,13.0,28.0,47.0,45.0,60.0,39.0,56.0,20.0,28.0,6.0,135.0,238.0,11.0,15.0,57.0,16.0,11.0,
Opposition,Opposition,235,127,163,398,12,10.0,47.0,34.0,38.0,59.0,33.0,50.0,28.0,20.0,,115.0,284.0,6.0,9.0,54.0,3.0,8.0,
