North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",25y 22d,67 (33-1-33 50.00%),53 (0.79),←,
4,"Anthony, Liam",25y 231d,53 (24-1-28 46.23%),26 (0.49),←,
18,"Atley, Shaun",20y 227d,44 (22-0-22 50.00%),6 (0.14),←,
3,"Bastinac, Ryan",21y 310d,62 (33-0-29 53.23%),24 (0.39),←,
35,"Black, Aaron",22y 150d,5 (3-0-2 60.00%),6 (1.20),←,
10,"Cunnington, Ben",21y 302d,59 (29-0-30 49.15%),18 (0.31),←,
38,"Daw, Majak",22y 48d,2 (1-0-1 50.00%),1 (0.50),←,
11,"Firrito, Michael",29y 152d,198 (97-2-99 49.49%),28 (0.14),←,
43,"Gibson, Sam",26y 336d,18 (11-0-7 61.11%),9 (0.50),←,
22,"Goldstein, Todd",24y 301d,84 (42-1-41 50.60%),38 (0.45),←,
17,"Grima, Nathan",27y 266d,60 (31-1-28 52.50%),,←,
26,"Hine, Taylor",21y 94d,12 (3-0-9 25.00%),1 (0.08),3 (1-0-2 33.33%),
34,"Macmillan, Jamie",21y 217d,41 (23-0-18 56.10%),16 (0.39),←,
42,"McMahon, Scott",26y 330d,110 (56-1-53 51.36%),27 (0.25),←,
41,"Mullett, Aaron",21y 64d,14 (7-0-7 50.00%),6 (0.43),←,
20,"Petrie, Drew",30y 195d,227 (108-3-116 48.24%),271 (1.19),←,
9,"Swallow, Andrew",25y 330d,134 (62-1-71 46.64%),65 (0.49),←,
12,"Thomas, Lindsay",25y 59d,115 (52-2-61 46.09%),172 (1.50),←,
16,"Thompson, Scott",26y 354d,98 (42-2-54 43.88%),4 (0.04),←,
8,"Wells, Daniel",28y 84d,195 (98-2-95 50.77%),120 (0.62),←,
19,"Wright, Sam",22y 287d,57 (28-0-29 49.12%),47 (0.82),←,
7,"Ziebell, Jack",22y 59d,67 (30-0-37 44.78%),21 (0.31),←,
Totals,Totals,24y 217d,1722 (835-17-870 48.49%),959 (0.56),,
C,"Scott, Brad",36y 360d,72 (36-0-36 50.00%),,←,
