Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",29y 64d,239 (147-4-88 62.34%),295 (1.23),201 (124-3-74 62.44%),251 (1.25)
20,"Black, Simon",27y 26d,174 (115-1-58 66.38%),116 (0.67),←,
36,"Bradshaw, Daniel",27y 159d,164 (98-2-64 60.37%),313 (1.91),161 (95-2-64 59.63%),313 (1.94)
16,"Brown, Jonathan",24y 182d,112 (80-0-32 71.43%),165 (1.47),←,
19,"Charman, Jamie",23y 287d,77 (51-1-25 66.88%),27 (0.35),←,
1,"Clark, Mitch",18y 192d,4 (1-0-3 25.00%),2 (0.50),←,
30,"Copeland, Robert",24y 338d,96 (65-0-31 67.71%),19 (0.20),←,
18,"Corrie, Anthony",21y 311d,29 (12-0-17 41.38%),25 (0.86),←,
4,"Fixter, Ben",24y 310d,32 (15-0-17 46.88%),8 (0.25),5 (1-0-4 20.00%),
2,"Johnson, Chris",29y 334d,249 (123-3-123 50.00%),159 (0.64),190 (116-3-71 61.84%),92 (0.48)
26,"Macdonald, Joel",21y 201d,31 (17-0-14 54.84%),4 (0.13),←,
43,"McDonald, Beau",26y 177d,76 (51-1-24 67.76%),18 (0.24),←,
9,"McGrath, Ashley",22y 344d,76 (45-1-30 59.87%),63 (0.83),←,
15,"Michael, Mal",28y 309d,185 (104-1-80 56.49%),27 (0.15),124 (83-1-40 67.34%),4 (0.03)
25,"Mills, Wayde",18y 243d,4 (1-0-3 25.00%),,←,
10,"Moody, Matthew",20y 218d,8 (2-0-6 25.00%),4 (0.50),←,
8,"Notting, Tim",27y 190d,139 (91-1-47 65.83%),110 (0.79),←,
6,"Power, Luke",26y 111d,159 (102-1-56 64.47%),169 (1.06),←,
35,"Rischitelli, Michael",20y 111d,9 (3-0-6 33.33%),5 (0.56),←,
28,"Selwood, Troy",21y 363d,18 (8-0-10 44.44%),2 (0.11),←,
11,"Sherman, Justin",19y 93d,24 (10-0-14 41.67%),16 (0.67),←,
3,"Voss, Michael",30y 296d,273 (161-2-110 59.34%),242 (0.89),194 (123-1-70 63.66%),170 (0.88)
Totals,Totals,24y 154d,2178 (1302-18-858 59.78%),1789 (0.82),,
C,"Matthews, Leigh",54y 59d,400 (242-6-152 61.25%),,176 (117-1-58 66.76%),
