Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bewick, Darren",11,3,6,17,2,1.0,,,,,,,1.0,3.0,,,,,,,,,
48,"Calthorpe, David",3,1,8,11,,1.0,,,,,,,,2.0,,,,,,,,,
38,"Denham, Sean",11,1,14,25,1,,,4.0,,,,,1.0,2.0,,,,,,,,,
31,"Fletcher, Dustin",9,3,5,14,,,,2.0,,,,,2.0,,,,,,,,,,
29,"Grenvold, David",13,5,6,19,,,,,,,,,1.0,1.0,,,,,,,,,
1,"Harvey, Mark",18,6,6,24,,,,,,,,,1.0,1.0,,,,,,,,,
11,"Hills, Paul",8,,8,16,,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
9,"Kickett, Derek",15,6,2,17,8,3.0,,2.0,,,,,4.0,,2.0,,,,,,,,
13,"Long, Michael",19,3,11,30,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
37,"Manton, Glenn",1,4,7,8,,,,,,,,,,,,,,,,,,,
2,"Mercuri, Mark",14,7,19,33,,1.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
24,"Misiti, Joe",10,4,11,21,,2.0,,,,,,,,,,,,,,,,,
10,"ODonnell, Gary",14,6,6,20,,,,2.0,,,,,1.0,,,,,,,,,,
47,"Olarenshaw, Ricky",14,7,4,18,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,
3,"Salmon, Paul",13,9,9,22,2,,22.0,1.0,,,,,2.0,4.0,,,,,,,,,
19,"Somerville, Peter",5,6,1,6,1,1.0,5.0,,,,,,,3.0,,,,,,,,,
17,"Sporn, Kieran",5,1,3,8,,,,,,,,,,,,,,,,,,,
12,"Symons, Michael",8,2,4,12,,,,7.0,,,,,1.0,3.0,,,,,,,,,
26,"Thompson, Mark",14,2,9,23,,,,,,,,,,2.0,,,,,,,,,
21,"Wallis, Dean",10,6,2,12,,1.0,1.0,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,82,141,356,14,14.0,29.0,25.0,,,,,21.0,29.0,2.0,,,,,,,,
Opposition,Opposition,211,50,103,314,12,13.0,20.0,42.0,,,,,29.0,21.0,4.0,,,,,,,,
