Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Cook, Myke",1,1,10,11,,,,2.0,,,,1.0,,,,5.0,6.0,,,,,1.0,81.0
32,"Dangerfield, Patrick",8,5,9,17,,,,1.0,,5.0,5.0,4.0,1.0,1.0,,9.0,8.0,,,2.0,1.0,1.0,77.0
26,"Douglas, Richard",14,6,3,17,1,1.0,,1.0,2.0,5.0,1.0,2.0,1.0,1.0,,4.0,12.0,,1.0,1.0,,,80.0
45,"Henderson, Ricky",5,3,7,12,,1.0,,5.0,,3.0,,,,,,2.0,9.0,,,1.0,,,79.0
10,"Jaensch, Matthew",8,2,4,12,1,,,3.0,2.0,2.0,,4.0,2.0,3.0,,4.0,9.0,,,3.0,,,92.0
18,"Johncock, Graham",12,2,7,19,,,,2.0,6.0,1.0,1.0,5.0,2.0,2.0,,5.0,10.0,,,4.0,,,91.0
21,"Knights, Chris",9,8,11,20,,,,4.0,,,,3.0,1.0,,,2.0,19.0,,,,1.0,,84.0
20 ↓,"Maric, Ivan",,,3,3,,,7.0,4.0,1.0,,1.0,1.0,,1.0,,2.0,1.0,,,3.0,,,41.0
36,"Martin, Brodie",5,6,12,17,,,,3.0,,1.0,1.0,1.0,,1.0,,5.0,13.0,,,4.0,,,84.0
35,"McKernan, Shaun",8,4,5,13,1,2.0,12.0,,1.0,2.0,1.0,5.0,1.0,3.0,,6.0,6.0,2.0,1.0,4.0,,,79.0
22,"Otten, Andy",15,4,9,24,,,,3.0,5.0,3.0,,5.0,3.0,1.0,,6.0,18.0,,,5.0,,,95.0
3,"Reilly, Brent",15,6,9,24,,,,7.0,,3.0,1.0,3.0,1.0,1.0,,8.0,16.0,1.0,,1.0,,,83.0
25,"Rutten, Ben",7,9,22,29,,,,2.0,2.0,1.0,,1.0,4.0,1.0,,10.0,19.0,1.0,,5.0,,,100.0
33,"Smith, Brodie",14,5,9,23,,,,3.0,2.0,,1.0,3.0,,,,5.0,18.0,,,1.0,1.0,,91.0
15,"Symes, Brad",15,9,14,29,,,,5.0,4.0,1.0,3.0,2.0,2.0,,,6.0,25.0,,,3.0,,,80.0
28,"Thompson, Luke",5,1,4,9,1,,,3.0,1.0,1.0,,1.0,1.0,,,3.0,7.0,,,9.0,,1.0,84.0
5,"Thompson, Scott",16,6,16,32,1,1.0,,11.0,3.0,5.0,3.0,4.0,1.0,3.0,,7.0,24.0,,1.0,,,1.0,87.0
4,"Tippett, Kurt",12,11,2,14,1,1.0,9.0,2.0,,3.0,2.0,8.0,2.0,7.0,,9.0,6.0,6.0,4.0,1.0,,,87.0
7,"van Berlo, Nathan",15,8,12,27,,2.0,,4.0,5.0,2.0,5.0,1.0,1.0,,,9.0,18.0,1.0,1.0,3.0,,1.0,91.0
17,"Vince, Bernie",9,3,8,17,1,,1.0,2.0,,2.0,2.0,4.0,1.0,3.0,,3.0,14.0,1.0,,1.0,1.0,1.0,86.0
13,"Walker, Taylor",5,5,6,11,2,1.0,,1.0,,2.0,,3.0,1.0,2.0,,4.0,7.0,,2.0,1.0,,,94.0
47 ↑,"Wright, Matthew",3,2,5,8,,,,1.0,1.0,,1.0,2.0,1.0,1.0,,5.0,3.0,,,1.0,,,34.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,106,187,388,9,12.0,29.0,69.0,35.0,42.0,28.0,63.0,26.0,31.0,,119.0,268.0,12.0,10.0,53.0,4.0,6.0,
Opposition,Opposition,222,99,152,374,14,14.0,21.0,54.0,32.0,53.0,34.0,58.0,31.0,26.0,6.0,139.0,228.0,16.0,12.0,45.0,3.0,11.0,
