Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",16,7,10,26,5,,,2.0,,4.0,1.0,1.0,2.0,1.0,3.0,7.0,19.0,1.0,3.0,2.0,2.0,,93.0
3,"Bartel, Jimmy",20,5,10,30,,,,2.0,2.0,6.0,2.0,4.0,,1.0,,6.0,23.0,,,2.0,,2.0,78.0
24,"Blake, Mark",2,4,8,10,,,9.0,,,,1.0,2.0,2.0,2.0,,3.0,6.0,1.0,,2.0,,,56.0
35,"Chapman, Paul",14,7,13,27,,,,8.0,2.0,7.0,2.0,6.0,,2.0,,6.0,21.0,1.0,,1.0,4.0,2.0,87.0
11,"Corey, Joel",12,6,11,23,1,1.0,4.0,6.0,,3.0,4.0,3.0,4.0,2.0,,9.0,15.0,1.0,1.0,1.0,1.0,,74.0
44,"Enright, Corey",13,2,6,19,,,,1.0,4.0,,,3.0,1.0,1.0,,7.0,12.0,1.0,,5.0,1.0,,86.0
8,"Hunt, Josh",11,10,8,19,,1.0,,1.0,4.0,1.0,,3.0,1.0,1.0,,2.0,18.0,1.0,,7.0,,,86.0
20,"Johnson, Steve",10,7,2,12,4,2.0,,2.0,,2.0,1.0,4.0,1.0,3.0,,4.0,8.0,2.0,3.0,1.0,,1.0,80.0
9,"Kelly, James",9,5,19,28,1,,,5.0,1.0,2.0,2.0,,3.0,,,9.0,20.0,,,1.0,,,88.0
45,"Ling, Cameron",10,7,15,25,1,,,4.0,1.0,5.0,4.0,2.0,,1.0,,6.0,18.0,,1.0,1.0,,1.0,90.0
13,"Lonergan, Tom",7,6,9,16,,,,1.0,2.0,2.0,,,1.0,,,3.0,13.0,,,8.0,,,88.0
4,"Mackie, Andrew",9,5,8,17,,2.0,,2.0,1.0,2.0,,2.0,,2.0,,6.0,13.0,1.0,,3.0,,,79.0
39,"Milburn, Darren",15,4,20,35,,1.0,,2.0,2.0,2.0,1.0,,2.0,,1.0,10.0,21.0,1.0,,11.0,5.0,,85.0
21,"Mooney, Cameron",6,5,7,13,,2.0,,1.0,,3.0,,2.0,,,,6.0,7.0,2.0,1.0,1.0,,2.0,89.0
6,"Ottens, Brad",3,3,7,10,,,10.0,7.0,,1.0,1.0,1.0,1.0,,,6.0,5.0,1.0,,3.0,,,66.0
31,"Podsiadly, James",6,6,6,12,1,2.0,1.0,2.0,,2.0,,2.0,1.0,1.0,,5.0,7.0,2.0,2.0,2.0,,1.0,86.0
30,"Scarlett, Matthew",11,3,9,20,,,,1.0,7.0,1.0,1.0,1.0,1.0,,,5.0,15.0,,,3.0,1.0,,87.0
14,"Selwood, Joel",17,9,24,41,,,,10.0,2.0,7.0,4.0,4.0,2.0,2.0,2.0,9.0,32.0,,,3.0,1.0,3.0,81.0
27,"Stokes, Mathew",9,4,11,20,1,,,2.0,,3.0,,3.0,2.0,2.0,,6.0,15.0,,2.0,1.0,,,86.0
7,"Taylor, Harry",8,8,12,20,,,,2.0,3.0,,1.0,,1.0,,,9.0,11.0,1.0,,7.0,,,91.0
5,"Varcoe, Travis",8,5,7,15,4,1.0,,4.0,,1.0,1.0,1.0,2.0,,,5.0,9.0,,2.0,,1.0,,71.0
40,"Wojcinski, David",10,4,15,25,1,,,2.0,4.0,2.0,1.0,1.0,,,,7.0,18.0,,,1.0,4.0,,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,122,237,463,19,13.0,24.0,67.0,35.0,56.0,27.0,45.0,27.0,21.0,6.0,136.0,326.0,16.0,15.0,66.0,20.0,12.0,
Opposition,Opposition,186,88,155,341,9,10.0,24.0,74.0,34.0,44.0,31.0,57.0,21.0,27.0,,121.0,222.0,6.0,10.0,52.0,6.0,7.0,
