Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 7d,290 (169-0-121 58.28%),139 (0.48),←,
16,"Brown, Leigh",25y 36d,151 (59-1-91 39.40%),57 (0.38),88 (40-1-47 46.02%),37 (0.42)
43,"Campbell, Matt",20y 69d,1 (0-0-1 0.00%),,←,
24,"Firrito, Michael",23y 124d,59 (29-0-30 49.15%),12 (0.20),←,
6,"Grant, Shannon",29y 346d,256 (142-2-112 55.86%),295 (1.15),198 (110-1-87 55.81%),257 (1.30)
31,"Hale, David",22y 313d,60 (24-0-36 40.00%),30 (0.50),←,
26,"Hansen, Lachlan",18y 226d,1 (0-0-1 0.00%),,←,
4,"Harris, Daniel",24y 325d,92 (43-1-48 47.28%),28 (0.30),←,
29,"Harvey, Brent",28y 321d,217 (120-1-96 55.53%),249 (1.15),←,
21,"Jones, Corey",26y 33d,104 (46-0-58 44.23%),121 (1.16),←,
1,"McIntosh, Hamish",22y 208d,19 (5-0-14 26.32%),8 (0.42),←,
20,"Petrie, Drew",24y 167d,107 (49-1-57 46.26%),73 (0.68),←,
30,"Pratt, Daniel",24y 10d,39 (18-0-21 46.15%),4 (0.10),36 (17-0-19 47.22%),3 (0.08)
3,"Rawlings, Brady",25y 294d,134 (67-0-67 50.00%),52 (0.39),←,
28,"Riggio, Matt",19y 17d,1 (0-0-1 0.00%),,←,
7,"Simpson, Adam",31y 43d,243 (141-1-101 58.23%),70 (0.29),←,
9,"Sinclair, Jess",28y 217d,162 (61-1-100 37.96%),61 (0.38),112 (48-1-63 43.30%),35 (0.31)
19,"Swallow, Andrew",19y 302d,13 (3-0-10 23.08%),2 (0.15),←,
12,"Thomas, Lindsay",19y 31d,1 (0-0-1 0.00%),,←,
13,"Trotter, David",21y 27d,6 (2-0-4 33.33%),2 (0.33),←,
36,"Watt, Shannon",26y 125d,109 (53-1-55 49.08%),8 (0.07),←,
8,"Wells, Daniel",22y 56d,85 (40-1-44 47.65%),46 (0.54),←,
Totals,Totals,24y 166d,2150 (1071-10-1069 49.81%),1257 (0.58),,
C,"Laidley, Dani",40y 4d,90 (41-1-48 46.11%),,←,
