North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",25y 81d,111 (54-1-56 49.10%),109 (0.98),←,
11,"Archer, Glenn",20y 144d,26 (14-0-12 53.85%),10 (0.38),←,
12,"Blakey, John",27y 22d,149 (61-0-88 40.94%),41 (0.28),14 (9-0-5 64.29%),3 (0.21)
18,"Carey, Wayne",22y 80d,76 (40-0-36 52.63%),168 (2.21),←,
23,"Clarkson, Alastair",25y 110d,75 (32-2-41 44.00%),55 (0.73),←,
27,"Crocker, Darren",26y 142d,114 (51-1-62 45.18%),74 (0.65),←,
29,"German, Peter",28y 194d,176 (86-3-87 49.72%),200 (1.14),←,
26,"Ishchenko, Alex",29y 117d,106 (44-0-62 41.51%),35 (0.33),34 (18-0-16 52.94%),10 (0.29)
7,"Laidley, Dani",26y 141d,67 (39-1-27 58.96%),12 (0.18),15 (10-0-5 66.67%),1 (0.07)
35,"Longmire, John",22y 227d,108 (51-1-56 47.69%),353 (3.27),←,
20,"Mann, Peter",22y 342d,19 (6-0-13 31.58%),7 (0.37),←,
4,"Martyn, Mick",24y 349d,110 (54-1-55 49.55%),11 (0.10),←,
41,"McAdam, Adrian",22y 156d,14 (9-0-5 64.29%),60 (4.29),←,
8,"Pyman, Robert",21y 313d,8 (6-0-2 75.00%),5 (0.63),←,
22,"Roberts, Mark",28y 48d,108 (45-0-63 41.67%),64 (0.59),31 (19-0-12 61.29%),45 (1.45)
3,"Rock, Anthony",22y 320d,63 (34-0-29 53.97%),63 (1.00),←,
2,"Schwass, Wayne",24y 261d,95 (46-0-49 48.42%),51 (0.54),←,
24,"Sholl, Craig",25y 228d,82 (43-0-39 52.44%),14 (0.17),←,
15,"Smith, Ross",28y 193d,169 (80-2-87 47.93%),34 (0.20),←,
10,"Stevens, Anthony",22y 44d,60 (31-0-29 51.67%),23 (0.38),←,
Totals,Totals,24y 322d,1736 (826-12-898 47.58%),1389 (0.80),,
C,"Pagan, Denis",45y 325d,18 (12-0-6 66.67%),,←,
