Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bugg, Tomas",6,,7,13,2,,,6.0,,1.0,4.0,1.0,2.0,,,8.0,6.0,,,2.0,,,86.0
18,"Cameron, Jeremy",6,5,1,7,2,,,3.0,,2.0,,2.0,1.0,2.0,,2.0,5.0,1.0,2.0,,,,91.0
3,"Coniglio, Stephen",14,5,12,26,,1.0,,4.0,1.0,3.0,4.0,6.0,1.0,2.0,,10.0,16.0,,1.0,2.0,,1.0,77.0
1,"Davis, Phil",7,5,7,14,,,,6.0,3.0,,1.0,2.0,4.0,2.0,,6.0,8.0,,,6.0,,,90.0
48,"Frost, Sam",4,4,11,15,,,,3.0,2.0,1.0,,2.0,,1.0,,6.0,11.0,,,2.0,2.0,1.0,90.0
33,"Hoskin-Elliott, Will",8,6,2,10,1,1.0,,4.0,,4.0,,1.0,,,,2.0,8.0,1.0,2.0,,,,82.0
32,"Hunt, Josh",7,3,4,11,,,,3.0,2.0,1.0,,2.0,,1.0,,2.0,9.0,,,3.0,,,83.0
34,"Jaksch, Kristian",11,5,5,16,,1.0,,1.0,3.0,3.0,2.0,2.0,1.0,1.0,,5.0,11.0,,,1.0,,,83.0
22,"Kelly, Josh",8,1,14,22,,1.0,,1.0,,4.0,2.0,2.0,,2.0,,9.0,15.0,,,,,1.0,80.0
40,"Kennedy, Adam",3,,9,12,,,,1.0,3.0,,,,,,,3.0,8.0,,,1.0,,,87.0
39,"Mohr, Tim",14,2,2,16,,,,4.0,8.0,,1.0,1.0,,,,6.0,6.0,,,6.0,1.0,,92.0
41,"Mumford, Shane",4,2,4,8,,,33.0,3.0,1.0,,1.0,3.0,,3.0,,4.0,3.0,,,,,,93.0
7,"Palmer, Rhys",10,3,13,23,,1.0,,4.0,1.0,7.0,2.0,3.0,,2.0,,11.0,12.0,,,1.0,,1.0,88.0
12,"Patton, Jonathon",9,4,3,12,,1.0,3.0,4.0,1.0,3.0,,6.0,3.0,1.0,,6.0,6.0,2.0,,,,1.0,88.0
23 ↓,"Shaw, Heath",4,2,,4,,,,,2.0,1.0,,,,,,,3.0,,,,,,12.0
5,"Shiel, Dylan",12,5,12,24,,1.0,,4.0,,4.0,5.0,3.0,1.0,1.0,,9.0,15.0,,,1.0,,,80.0
10,"Smith, Devon",15,2,12,27,1,,,6.0,1.0,3.0,3.0,2.0,1.0,1.0,,9.0,19.0,,,1.0,1.0,,86.0
20,"Tomlinson, Adam",6,4,8,14,,1.0,,2.0,,,1.0,2.0,,1.0,,3.0,11.0,,1.0,1.0,,,88.0
17,"Treloar, Adam",8,3,20,28,,,,6.0,3.0,1.0,5.0,2.0,,,,10.0,18.0,,,,4.0,,82.0
8,"Ward, Callan",7,3,15,22,1,1.0,4.0,5.0,3.0,1.0,3.0,1.0,1.0,,,13.0,9.0,,1.0,,,1.0,89.0
6,"Whitfield, Lachie",13,8,9,22,1,1.0,,2.0,1.0,1.0,,3.0,1.0,2.0,,6.0,16.0,,,1.0,1.0,,89.0
16 ↑,"Wilson, Nathan",10,2,2,12,,,,3.0,,2.0,,1.0,1.0,,,2.0,10.0,,,4.0,,,65.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,74,172,358,8,12.0,40.0,75.0,35.0,42.0,34.0,47.0,17.0,22.0,,132.0,225.0,4.0,7.0,32.0,9.0,6.0,
Opposition,Opposition,222,81,175,397,15,16.0,26.0,62.0,31.0,56.0,38.0,49.0,22.0,16.0,6.0,155.0,238.0,9.0,8.0,53.0,11.0,7.0,
