Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
37,"Anderson, Jed",21y 96d,10 (7-0-3 70.00%),4 (0.40),←,
14,"Birchall, Grant",27y 101d,199 (133-1-65 67.09%),28 (0.14),←,
22,"Breust, Luke",24y 179d,97 (78-0-19 80.41%),187 (1.93),←,
9,"Burgoyne, Shaun",32y 200d,275 (187-1-87 68.18%),236 (0.86),118 (90-1-27 76.69%),65 (0.55)
18,"Ceglar, Jonathon",24y 84d,23 (17-0-6 73.91%),11 (0.48),←,
8,"Duryea, Taylor",24y 15d,47 (37-0-10 78.72%),8 (0.17),←,
6,"Gibson, Josh",31y 57d,170 (107-2-61 63.53%),2 (0.01),105 (78-1-26 74.76%),
19,"Gunston, Jack",23y 205d,85 (61-0-24 71.76%),178 (2.09),71 (56-0-15 78.87%),158 (2.23)
40,"Hartung, Billy",20y 105d,11 (7-0-4 63.64%),7 (0.64),←,
10,"Hill, Bradley",21y 304d,56 (45-0-11 80.36%),34 (0.61),←,
29,"Langford, Will",22y 310d,26 (19-0-7 73.08%),9 (0.35),←,
7,"McEvoy, Ben",25y 302d,110 (63-2-45 58.18%),36 (0.33),19 (12-0-7 63.16%),9 (0.47)
5,"Mitchell, Sam",32y 209d,266 (159-1-106 59.96%),65 (0.24),←,
28,"Puopolo, Paul",27y 158d,93 (74-0-19 79.57%),77 (0.83),←,
33,"Rioli, Cyril",25y 299d,139 (95-1-43 68.71%),185 (1.33),←,
2,"Roughead, Jarryd",28y 106d,213 (136-1-76 64.08%),457 (2.15),←,
25,"Schoenmakers, Ryan",24y 182d,81 (50-0-31 61.73%),13 (0.16),←,
26,"Shiels, Liam",24y 10d,105 (78-0-27 74.29%),31 (0.30),←,
16,"Smith, Isaac",26y 130d,92 (74-0-18 80.43%),85 (0.92),←,
24,"Stratton, Ben",26y 69d,98 (69-1-28 70.92%),1 (0.01),←,
4,"Suckling, Matt",26y 288d,83 (59-0-24 71.08%),36 (0.43),←,
11,"Whitecross, Brendan",25y 104d,88 (59-1-28 67.61%),38 (0.43),←,
Totals,Totals,25y 276d,2367 (1614-11-742 68.19%),1728 (0.73),,
C,"Clarkson, Alastair",47y 12d,239 (147-1-91 61.72%),,←,
