North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",24y 32d,87 (39-1-47 45.40%),86 (0.99),←,
11,"Archer, Glenn",19y 95d,5 (1-0-4 20.00%),1 (0.20),←,
14,"Buckley, Ben",24y 364d,60 (24-0-36 40.00%),15 (0.25),←,
18,"Carey, Wayne",21y 31d,52 (25-0-27 48.08%),86 (1.65),←,
27,"Crocker, Darren",25y 93d,95 (42-1-52 44.74%),57 (0.60),←,
5,"Dennis, Richard",25y 332d,69 (43-0-26 62.32%),46 (0.67),12 (4-0-8 33.33%),6 (0.50)
28,"Dwyer, Anthony",22y 178d,11 (3-0-8 27.27%),12 (1.09),←,
6,"Fairley, Ian",27y 283d,138 (65-2-71 47.83%),143 (1.04),←,
29,"German, Peter",27y 146d,153 (74-3-76 49.35%),181 (1.18),←,
26,"Ishchenko, Alex",28y 68d,82 (29-0-53 35.37%),27 (0.33),10 (3-0-7 30.00%),2 (0.20)
35,"Longmire, John",21y 179d,82 (36-1-45 44.51%),264 (3.22),←,
20,"Mann, Peter",21y 294d,8 (2-0-6 25.00%),4 (0.50),←,
4,"Martyn, Mick",23y 301d,88 (39-1-48 44.89%),9 (0.10),←,
19,"McRae, Dean",23y 228d,78 (33-1-44 42.95%),24 (0.31),←,
8,"Pickering, Liam",23y 292d,21 (8-0-13 38.10%),8 (0.38),←,
24,"Sholl, Craig",24y 180d,57 (28-0-29 49.12%),11 (0.19),←,
15,"Smith, Ross",27y 145d,144 (65-2-77 45.83%),30 (0.21),←,
1,"Spargo, Paul",25y 262d,74 (35-2-37 48.65%),104 (1.41),←,
7,"Steele, Darren",26y 75d,112 (45-1-66 40.63%),30 (0.27),←,
10,"Stevens, Anthony",20y 361d,36 (16-0-20 44.44%),13 (0.36),←,
Totals,Totals,24y 106d,1452 (652-15-785 44.90%),1151 (0.79),,
C,"Schimmelbusch, Wayne",39y 160d,58 (28-0-30 48.28%),,←,
