Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",8,2,5,13,,,,1.0,1.0,,1.0,2.0,,,,6.0,5.0,,,2.0,,,79.0
16,"Brown, Leigh",8,3,8,16,1,,,2.0,2.0,3.0,,,1.0,,,7.0,8.0,,2.0,6.0,1.0,,85.0
2,"Colbert, Leigh",10,7,12,22,,,,,1.0,4.0,,2.0,2.0,1.0,,6.0,19.0,,1.0,2.0,1.0,1.0,92.0
24,"Firrito, Michael",5,2,2,7,1,,,11.0,,,2.0,2.0,,1.0,,5.0,2.0,,,8.0,,,81.0
6,"Grant, Shannon",17,8,9,26,1,2.0,,1.0,,8.0,4.0,3.0,3.0,1.0,3.0,11.0,15.0,2.0,2.0,1.0,2.0,1.0,93.0
31,"Hale, David",4,5,6,10,1,,16.0,4.0,,1.0,2.0,1.0,,1.0,,4.0,6.0,2.0,1.0,4.0,,1.0,76.0
39,"Harding, Leigh",5,4,5,10,,1.0,,6.0,,2.0,1.0,,1.0,,,2.0,8.0,,2.0,2.0,,1.0,76.0
4,"Harris, Daniel",9,5,17,26,,,,5.0,2.0,1.0,9.0,5.0,1.0,1.0,,16.0,10.0,,,5.0,,,81.0
29,"Harvey, Brent",17,3,11,28,,2.0,,4.0,2.0,4.0,3.0,,2.0,,,10.0,18.0,,,2.0,3.0,2.0,74.0
21,"Jones, Corey",8,4,5,13,1,2.0,,3.0,,1.0,,2.0,,1.0,,5.0,8.0,1.0,1.0,1.0,,,85.0
35,"Makepeace, Troy",12,6,10,22,,,,3.0,9.0,2.0,,1.0,,,,3.0,19.0,,2.0,13.0,4.0,,100.0
20,"Petrie, Drew",8,4,2,10,2,,6.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,5.0,5.0,1.0,2.0,1.0,2.0,1.0,85.0
25,"Picioane, Lance",9,1,5,14,1,,,3.0,,1.0,2.0,2.0,,,,5.0,8.0,,1.0,1.0,,,52.0
30,"Pratt, Daniel",7,2,3,10,,,,1.0,3.0,,,5.0,,2.0,,3.0,8.0,,,6.0,,,77.0
3,"Rawlings, Brady",14,6,9,23,1,1.0,,1.0,1.0,7.0,,3.0,,2.0,,6.0,16.0,,2.0,1.0,,2.0,94.0
26,"Rocca, Saverio",10,8,3,13,5,1.0,,,,3.0,,3.0,,2.0,1.0,3.0,10.0,1.0,5.0,2.0,,1.0,80.0
7,"Simpson, Adam",6,3,11,17,,,1.0,2.0,,3.0,1.0,,1.0,,,3.0,14.0,,,4.0,,,66.0
12,"Stevens, Michael",10,3,6,16,,1.0,,2.0,4.0,2.0,2.0,1.0,,1.0,,5.0,11.0,,,3.0,4.0,,82.0
23,"Thompson, Nathan",8,8,1,9,3,,,,,2.0,,3.0,,1.0,,2.0,7.0,1.0,5.0,,,,100.0
14,"Urch, Callum",9,2,1,10,,,,7.0,1.0,2.0,1.0,2.0,,1.0,,1.0,9.0,,,1.0,1.0,,58.0
36,"Watt, Shannon",7,3,5,12,,,,,1.0,2.0,,,,,,5.0,7.0,,1.0,2.0,,1.0,100.0
8,"Wells, Daniel",13,6,15,28,,,3.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,,11.0,16.0,1.0,,2.0,7.0,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,95,151,355,17,11.0,26.0,60.0,32.0,52.0,35.0,41.0,14.0,17.0,4.0,124.0,229.0,9.0,27.0,69.0,25.0,12.0,
Opposition,Opposition,165,56,126,291,12,11.0,30.0,45.0,38.0,49.0,33.0,48.0,17.0,14.0,2.0,119.0,171.0,8.0,12.0,43.0,16.0,6.0,
