Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",29y 290d,198 (94-2-102 47.98%),71 (0.36),167 (91-2-74 55.09%),59 (0.35)
8,"Bianco, Trent",22y 168d,23 (11-0-12 47.83%),8 (0.35),←,
14,"Cameron, Darcy",27y 354d,63 (35-1-27 56.35%),47 (0.75),62 (35-1-26 57.26%),47 (0.76)
46,"Cox, Mason",32y 115d,105 (63-0-42 60.00%),114 (1.09),←,
25,"Crisp, Jack",29y 278d,216 (115-2-99 53.70%),68 (0.31),198 (108-2-88 55.05%),58 (0.29)
7,"Daicos, Josh",24y 223d,93 (54-1-38 58.60%),52 (0.56),←,
35,"Daicos, Nick",20y 185d,41 (31-0-10 75.61%),22 (0.54),←,
2,"de Goey, Jordan",27y 114d,149 (82-2-65 55.70%),184 (1.23),←,
5,"Elliott, Jamie",30y 320d,169 (103-2-64 61.54%),248 (1.47),←,
17,"Frampton, Billy",26y 229d,35 (19-0-16 54.29%),18 (0.51),11 (9-0-2 81.82%),6 (0.55)
23,"Hill, Bobby",23y 148d,57 (31-1-25 55.26%),54 (0.95),16 (14-0-2 87.50%),20 (1.25)
32,"Hoskin-Elliott, Will",29y 308d,197 (96-2-99 49.24%),169 (0.86),145 (84-2-59 58.62%),127 (0.88)
38,"Howe, Jeremy",33y 8d,223 (91-2-130 41.26%),91 (0.41),123 (69-2-52 56.91%),11 (0.09)
40,"Johnson, Ash",25y 274d,22 (17-0-5 77.27%),33 (1.50),←,
1,"Lipinski, Patrick",24y 355d,85 (51-0-34 60.00%),43 (0.51),29 (20-0-9 68.97%),13 (0.45)
37,"Markov, Oleg",27y 60d,64 (33-0-31 51.56%),6 (0.09),13 (11-0-2 84.62%),1 (0.08)
31,"McCreery, Beau",22y 79d,51 (33-0-18 64.71%),36 (0.71),←,
6,"Mitchell, Tom",30y 37d,187 (101-3-83 54.81%),82 (0.44),16 (14-0-2 87.50%),6 (0.38)
30,"Moore, Darcy",27y 163d,142 (74-2-66 52.82%),67 (0.47),←,
28,"Murphy, Nathan",23y 204d,48 (33-0-15 68.75%),1 (0.02),←,
9,"Noble, John",26y 104d,85 (50-1-34 59.41%),6 (0.07),←,
10,"Pendlebury, Scott",35y 181d,373 (226-3-144 60.99%),188 (0.50),←,
3,"Quaynor, Isaac",23y 173d,75 (43-0-32 57.33%),3 (0.04),←,
Totals,Totals,27y 63d,2701 (1486-24-1191 55.02%),1611 (0.60),,
C,"McRae, Craig",49y 288d,41 (31-0-10 75.61%),,←,
