Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",6,,2,8,1,1.0,,2.0,,3.0,,1.0,2.0,3.0,,6.0,4.0,,,1.0,,,
11,"Archer, Glenn",12,4,3,15,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,8.0,8.0,,,1.0,,,
26,"Bell, Peter",17,6,12,29,1,2.0,,5.0,1.0,6.0,5.0,4.0,3.0,2.0,,16.0,13.0,,1.0,1.0,,,
12,"Blakey, John",11,3,5,16,,,,2.0,3.0,1.0,2.0,2.0,2.0,,,9.0,7.0,1.0,,,,,
17,"Calthorpe, David",4,,2,6,,1.0,,,,,1.0,2.0,,2.0,,5.0,1.0,,,,,,
16,"Capuano, Mathew",8,5,1,9,,,7.0,,1.0,1.0,1.0,1.0,1.0,,,3.0,6.0,,,,,,
18,"Carey, Wayne",29,10,3,32,,1.0,1.0,,5.0,7.0,1.0,4.0,3.0,1.0,,13.0,18.0,1.0,,1.0,4.0,,
23,"Clayton, Shane",18,11,5,23,1,,,1.0,,8.0,1.0,4.0,,,,7.0,16.0,1.0,2.0,2.0,2.0,,
2,"Colbert, Leigh",4,3,1,5,2,1.0,,,,,,,,4.0,,,5.0,,3.0,1.0,,,
6,"Grant, Shannon",6,3,4,10,1,,,1.0,,3.0,,2.0,,2.0,,4.0,5.0,,,,,,
29,"Harvey, Brent",13,4,11,24,3,1.0,,2.0,,4.0,4.0,2.0,1.0,1.0,3.0,13.0,11.0,,,1.0,,,
34,"King, David",22,7,4,26,,1.0,,1.0,3.0,11.0,2.0,5.0,3.0,3.0,,10.0,16.0,2.0,,1.0,2.0,,
20,"Kingsley, Kent",3,2,1,4,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,3.0,,1.0,,,,
27,"Lange, Adam",10,6,5,15,2,,2.0,2.0,,6.0,1.0,1.0,3.0,1.0,,9.0,6.0,2.0,1.0,,,,
35,"Makepeace, Troy",2,1,,2,,1.0,,1.0,,1.0,,2.0,,,,1.0,1.0,,,,,,
5,"McCartney, Jason",9,3,2,11,,,,,7.0,,,,2.0,,,5.0,5.0,1.0,,1.0,,,
31,"McKernan, Corey",15,9,4,19,3,1.0,12.0,,,8.0,6.0,,,1.0,2.0,16.0,5.0,7.0,4.0,1.0,4.0,,
44,"Motlop, Shannon",2,2,1,3,,,,2.0,,1.0,,2.0,,,,1.0,2.0,,,,,,
28,"Pickett, Byron",9,2,7,16,1,,,3.0,5.0,,,,2.0,,,8.0,8.0,,,1.0,1.0,,
13,"Pike, Martin",9,3,1,10,,,,,2.0,3.0,,2.0,,1.0,,3.0,7.0,,,4.0,,,
3,"Rawlings, Brady",1,,1,2,,,,,,1.0,1.0,1.0,,1.0,,2.0,,,,,,,
7,"Simpson, Adam",17,4,4,21,,1.0,,1.0,5.0,3.0,4.0,2.0,1.0,,,6.0,12.0,,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,88,79,306,15,14.0,22.0,25.0,33.0,69.0,30.0,39.0,25.0,24.0,5.0,146.0,159.0,15.0,12.0,18.0,13.0,,
Opposition,Opposition,228,108,103,331,15,9.0,20.0,18.0,46.0,53.0,33.0,37.0,24.0,25.0,1.0,121.0,217.0,4.0,18.0,26.0,9.0,,
