Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Blakely, Connor",8,5,17,25,,,,6.0,1.0,1.0,2.0,2.0,3.0,1.0,,11.0,14.0,,,1.0,,,76.0
17,"Crozier, Hayden",6,8,7,13,,2.0,,5.0,,1.0,,3.0,,1.0,,1.0,12.0,,1.0,2.0,,,91.0
7,"Fyfe, Nat",5,5,15,20,1,,,3.0,2.0,1.0,1.0,2.0,,1.0,,12.0,10.0,2.0,,4.0,,1.0,88.0
28,"Grey, Brady",7,3,3,10,,2.0,,6.0,1.0,2.0,1.0,1.0,1.0,,,5.0,6.0,,1.0,1.0,,,78.0
21,"Hamling, Joel",5,6,11,16,,,,,8.0,1.0,,,1.0,,,6.0,11.0,2.0,,10.0,,,100.0
9,"Hill, Bradley",25,11,3,28,1,1.0,,1.0,4.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,26.0,,,3.0,3.0,1.0,84.0
15,"Hughes, Ethan",10,4,10,20,,,,1.0,2.0,4.0,,3.0,,1.0,,5.0,15.0,1.0,,3.0,1.0,,78.0
5,"Ibbotson, Garrick",8,4,2,10,,,,3.0,1.0,1.0,,3.0,2.0,1.0,,2.0,7.0,,,2.0,,,69.0
37,"Johnson, Michael",12,8,10,22,,,,1.0,2.0,3.0,,4.0,1.0,1.0,,10.0,10.0,3.0,,12.0,,,92.0
22,"Kersten, Shane",14,11,3,17,2,1.0,,1.0,,1.0,,,,,,2.0,14.0,1.0,3.0,,,,90.0
26,"Langdon, Ed",13,5,9,22,,1.0,,3.0,3.0,3.0,1.0,3.0,,,,6.0,16.0,1.0,1.0,2.0,,,83.0
23,"McCarthy, Cam",9,5,6,15,1,1.0,,1.0,,6.0,1.0,1.0,1.0,1.0,,5.0,9.0,2.0,1.0,,,1.0,88.0
16,"Mundy, David",11,7,7,18,2,,,3.0,,3.0,,3.0,,1.0,2.0,3.0,16.0,,3.0,,,,85.0
27,"Neale, Lachie",12,5,11,23,,,,7.0,1.0,4.0,4.0,3.0,1.0,2.0,,12.0,13.0,,,1.0,1.0,2.0,75.0
6,"Pearce, Danyle",9,4,13,22,1,,,4.0,,3.0,2.0,2.0,,1.0,,8.0,13.0,,1.0,1.0,,,81.0
31,"Sandilands, Aaron",4,3,9,13,,,35.0,3.0,1.0,1.0,3.0,1.0,,1.0,,9.0,4.0,2.0,,2.0,,,82.0
34,"Spurr, Lee",11,6,7,18,,,,1.0,5.0,,,1.0,,1.0,,3.0,15.0,1.0,,2.0,1.0,,91.0
33,"Sutcliffe, Cam",5,1,8,13,,,,7.0,2.0,,1.0,2.0,,1.0,,5.0,9.0,,,2.0,,,84.0
20,"Taberner, Matthew",8,6,3,11,2,,12.0,4.0,,,,3.0,2.0,,,8.0,4.0,3.0,1.0,,,,75.0
18,"Tucker, Darcy",8,5,5,13,,,,2.0,2.0,1.0,1.0,1.0,,,,3.0,11.0,,,,,1.0,51.0
10,"Walters, Michael",19,7,19,38,,3.0,,4.0,3.0,3.0,6.0,3.0,2.0,,3.0,15.0,24.0,,3.0,2.0,1.0,2.0,75.0
14,"Weller, Lachie",9,1,6,15,,,,3.0,3.0,,,1.0,2.0,1.0,,5.0,10.0,,,,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,120,184,402,10,12.0,47.0,69.0,41.0,45.0,25.0,46.0,17.0,16.0,6.0,138.0,269.0,18.0,15.0,50.0,7.0,8.0,
Opposition,Opposition,193,81,167,360,10,10.0,23.0,57.0,34.0,53.0,35.0,45.0,16.0,17.0,,133.0,220.0,13.0,14.0,54.0,7.0,6.0,
