Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
1,"Anderson, Greg",29y 356d,156 (92-1-63 59.29%),78 (0.50),53 (25-1-27 48.11%),18 (0.34)
26,"Bickley, Mark",26y 274d,102 (49-0-53 48.04%),27 (0.26),←,
18,"Bond, Troy",22y 295d,42 (30-0-12 71.43%),29 (0.69),6 (4-0-2 66.67%),3 (0.50)
44,"Caven, Peter",25y 354d,63 (25-0-38 39.68%),31 (0.49),6 (4-0-2 66.67%),10 (1.67)
37,"Edwards, Tyson",19y 272d,18 (9-0-9 50.00%),5 (0.28),←,
13,"Ellen, Shane",23y 124d,17 (9-0-8 52.94%),2 (0.12),6 (4-0-2 66.67%),1 (0.17)
34,"Hart, Ben",21y 300d,91 (44-1-46 48.90%),21 (0.23),←,
35,"Jameson, Rod",25y 309d,99 (51-1-47 52.02%),83 (0.84),←,
2,"Jarman, Andrew",30y 111d,99 (49-1-49 50.00%),79 (0.80),←,
3,"Jarman, Darren",29y 97d,115 (69-0-46 60.00%),140 (1.22),6 (4-0-2 66.67%),18 (3.00)
9,"Koster, Kym",23y 93d,44 (24-1-19 55.68%),17 (0.39),6 (4-0-2 66.67%),4 (0.67)
27,"Liptak, Matthew",26y 4d,87 (45-1-41 52.30%),104 (1.20),←,
11,"McGuinness, Tony",31y 364d,209 (98-3-108 47.61%),187 (0.89),100 (48-1-51 48.50%),79 (0.79)
23,"McLeod, Andrew",19y 274d,21 (11-0-10 52.38%),23 (1.10),←,
6,"Modra, Tony",27y 64d,69 (31-1-37 45.65%),278 (4.03),←,
15,"Pittman, David",27y 71d,62 (28-1-33 45.97%),17 (0.27),←,
32,"Ricciuto, Mark",20y 331d,67 (31-1-35 47.01%),50 (0.75),←,
5,"Robran, Matthew",25y 46d,33 (17-0-16 51.52%),20 (0.61),26 (13-0-13 50.00%),15 (0.58)
39,"Ross, Jonathan",22y 183d,17 (9-0-8 52.94%),4 (0.24),←,
7,"Smart, Nigel",26y 349d,104 (50-1-53 48.56%),52 (0.50),←,
4,"Tasker, Sean",27y 321d,43 (18-0-25 41.86%),16 (0.37),←,
Totals,Totals,25y 166d,1558 (789-13-756 50.64%),1263 (0.81),,
C,"Shaw, Robert",41y 119d,114 (41-0-73 35.96%),,28 (13-0-15 46.43%),
