Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",20y 188d,48 (9-0-39 18.75%),8 (0.17),←,
43,"Barrett, Jake",21y 221d,10 (2-0-8 20.00%),9 (0.90),9 (2-0-7 22.22%),9 (1.00)
4,"Bastinac, Ryan",25y 360d,149 (72-0-77 48.32%),79 (0.53),28 (5-0-23 17.86%),13 (0.46)
9,"Beams, Dayne",27y 125d,138 (80-2-56 58.70%),138 (1.00),28 (4-0-24 14.29%),20 (0.71)
13,"Berry, Jarrod",19y 132d,10 (1-0-9 10.00%),5 (0.50),←,
26,"Cutler, Tom",22y 117d,41 (10-0-31 24.39%),17 (0.41),←,
27,"Gardiner, Darcy",21y 268d,54 (13-0-41 24.07%),3 (0.06),←,
2,"Harwood, Ryan",25y 314d,81 (26-0-55 32.10%),6 (0.07),←,
30,"Hipwood, Eric",19y 277d,22 (4-0-18 18.18%),28 (1.27),←,
35,"Lester, Ryan",24y 295d,92 (27-0-65 29.35%),39 (0.42),←,
12,"Martin, Stefan",30y 212d,126 (29-1-96 23.41%),38 (0.30),69 (15-0-54 21.74%),15 (0.22)
36,"Mathieson, Rhys",20y 158d,14 (3-0-11 21.43%),10 (0.71),←,
32,"Mayes, Sam",23y 28d,86 (24-0-62 27.91%),26 (0.30),←,
6,"McCluggage, Hugh",19y 106d,9 (1-0-8 11.11%),3 (0.33),←,
25,"McStay, Daniel",21y 358d,51 (10-0-41 19.61%),30 (0.59),←,
22,"Paparone, Marco",22y 287d,55 (12-0-43 21.82%),13 (0.24),←,
10,"Rich, Daniel",27y 10d,155 (49-1-105 31.94%),97 (0.63),←,
18,"Robertson, Nick",22y 14d,38 (5-0-33 13.16%),7 (0.18),←,
38,"Rockliff, Tom",27y 115d,144 (43-0-101 29.86%),77 (0.53),←,
44,"Smith, Archie",21y 333d,6 (2-0-4 33.33%),2 (0.33),←,
28,"Taylor, Lewis",22y 120d,75 (15-0-60 20.00%),58 (0.77),←,
15,"Zorko, Dayne",28y 128d,113 (34-0-79 30.09%),119 (1.05),←,
Totals,Totals,23y 173d,1517 (471-4-1042 31.05%),812 (0.54),,
C,"Fagan, Chris",55y 359d,12 (2-0-10 16.67%),,←,
