St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",7,2,4,11,,1.0,,2.0,1.0,,4.0,3.0,,,,6.0,5.0,,,2.0,,,81.0
27,"Blake, Jason",5,5,10,15,,,18.0,3.0,,2.0,4.0,2.0,1.0,1.0,,11.0,7.0,2.0,,7.0,,1.0,81.0
26,"Dal Santo, Nick",10,2,4,14,,,,4.0,1.0,3.0,5.0,3.0,2.0,1.0,,5.0,8.0,,,1.0,1.0,,88.0
24,"Dempster, Sean",7,4,2,9,,,,3.0,3.0,,,4.0,,4.0,,3.0,6.0,,,7.0,2.0,,92.0
25 ↓,"Fisher, Sam",11,4,3,14,1,,,,3.0,,1.0,1.0,,,,2.0,11.0,,1.0,2.0,,,46.0
14,"Geary, Jarryn",6,4,9,15,,,,1.0,2.0,1.0,,2.0,1.0,,,5.0,11.0,,,4.0,,,88.0
19,"Gilbert, Sam",10,4,7,17,,,,5.0,1.0,3.0,1.0,1.0,1.0,,,6.0,11.0,,,1.0,1.0,1.0,90.0
18,"Goddard, Brendon",17,6,9,26,,,1.0,,7.0,2.0,1.0,4.0,3.0,1.0,,8.0,16.0,,,4.0,5.0,1.0,88.0
1,"Gram, Jason",14,6,10,24,,,,1.0,3.0,4.0,1.0,1.0,,,,6.0,16.0,,,6.0,,,89.0
7,"Hayes, Lenny",14,3,10,24,,,1.0,7.0,2.0,3.0,8.0,6.0,3.0,1.0,,13.0,12.0,,,2.0,1.0,,81.0
4,"Jones, Clinton",5,2,12,17,,,,4.0,1.0,3.0,2.0,4.0,,2.0,,5.0,11.0,,,2.0,,,81.0
23,"Koschitzke, Justin",8,7,6,14,5,,7.0,,1.0,,,2.0,,1.0,2.0,10.0,3.0,5.0,5.0,2.0,,1.0,88.0
32,"Milera, Terry",7,2,2,9,1,,1.0,3.0,1.0,3.0,1.0,1.0,,,,5.0,2.0,,1.0,2.0,3.0,,89.0
44,"Milne, Stephen",7,3,4,11,1,1.0,,4.0,,1.0,,3.0,,1.0,,4.0,9.0,,1.0,1.0,2.0,1.0,79.0
11,"Montagna, Leigh",12,5,5,17,,,,5.0,1.0,4.0,1.0,2.0,1.0,1.0,,6.0,11.0,1.0,1.0,1.0,1.0,1.0,84.0
34,"Polo, Dean",11,8,6,17,,,,2.0,4.0,3.0,,2.0,1.0,1.0,,5.0,13.0,1.0,,,,,75.0
12,"Riewoldt, Nick",10,5,4,14,3,2.0,,4.0,,2.0,1.0,,2.0,,,8.0,6.0,3.0,2.0,2.0,,1.0,87.0
21 ↑,"Saad, Ahmed",2,,3,5,1,,,2.0,,1.0,,2.0,,2.0,,3.0,2.0,,,,,1.0,42.0
31,"Simpkin, Tom",7,2,7,14,,,,2.0,1.0,1.0,,2.0,1.0,1.0,,5.0,7.0,1.0,,6.0,,,97.0
2,"Siposs, Arryn",8,4,3,11,,,,3.0,,4.0,,2.0,1.0,,,2.0,10.0,,,1.0,,,81.0
28,"Stanley, Rhys",4,2,3,7,1,1.0,7.0,4.0,,2.0,,3.0,1.0,1.0,,4.0,5.0,,2.0,3.0,,,86.0
3,"Steven, Jack",12,2,9,21,,2.0,,3.0,1.0,3.0,7.0,1.0,1.0,1.0,,12.0,8.0,,,,1.0,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,82,132,326,13,10.0,35.0,62.0,33.0,45.0,37.0,51.0,19.0,19.0,2.0,134.0,190.0,13.0,13.0,56.0,17.0,9.0,
Opposition,Opposition,236,117,155,391,18,15.0,41.0,60.0,27.0,54.0,36.0,47.0,19.0,19.0,4.0,130.0,264.0,9.0,16.0,63.0,5.0,9.0,
