Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",4,2,3,7,,,,,,,,,1.0,2.0,,,,,,,,,
22,"Bain, David",23,7,14,37,,1.0,,1.0,,,,,,,1.0,,,,,,,,
40,"Davidson, Peter",14,6,11,25,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
4,"Gastev, John",14,5,9,23,,,,1.0,,,,,1.0,,,,,,,,,,
38,"Gibson, Michael",4,3,2,6,,,,,,,,,1.0,3.0,,,,,,,,,
5,"Hardie, Brad",10,1,1,11,4,2.0,,,,,,,,1.0,,,,,,,,,
32,"Hart, Shaun",6,2,3,9,2,1.0,,2.0,,,,,,,,,,,,,,,
9,"Ishchenko, Alex",1,6,6,7,,,7.0,,,,,,,3.0,,,,,,,,,
17,"Leslie, Martin",6,1,12,18,,,,1.0,,,,,,2.0,,,,,,,,,
16,"Lester-Smith, Rod",12,7,7,19,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
7,"McIvor, Scott",12,5,16,28,,,2.0,3.0,,,,,2.0,1.0,,,,,,,,,
24,"Merrett, Roger",20,9,1,21,8,4.0,1.0,2.0,,,,,4.0,3.0,3.0,,,,,,,,
3,"Reynoldson, Steve",8,5,13,21,1,,8.0,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Richardson, Michael",18,4,5,23,3,1.0,,,,,,,2.0,2.0,,,,,,,,,
27,"Roberts, Mark",15,5,4,19,3,1.0,,,,,,,1.0,3.0,,,,,,,,,
18,"Walsh, Phil",14,7,4,18,1,,,,,,,,2.0,1.0,,,,,,,,,
46,"Wearne, David",12,3,6,18,,,,1.0,,,,,1.0,,,,,,,,,,
48,"Windsor, Ray",5,1,7,12,1,1.0,,,,,,,1.0,7.0,,,,,,,,,
37,"Withers, Mark",8,,8,16,,,,,,,,,1.0,1.0,,,,,,,,,
21,"Zanotti, Mark",13,3,5,18,,,,2.0,,,,,2.0,,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,82,137,356,25,13.0,18.0,16.0,,,,,22.0,32.0,6.0,,,,,,,,
Opposition,Opposition,206,73,102,308,14,13.0,15.0,17.0,,,,,25.0,22.0,,,,,,,,,
