Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",24y 23d,74 (50-1-23 68.24%),36 (0.49),←,
18,"Betts, Eddie",31y 251d,292 (141-3-148 48.80%),558 (1.91),108 (66-0-42 61.11%),268 (2.48)
16,"Brown, Luke",25y 316d,132 (77-1-54 58.71%),12 (0.09),←,
5,"Crouch, Matt",23y 105d,87 (55-1-31 63.79%),19 (0.22),←,
39,"Doedee, Tom",21y 156d,18 (10-0-8 55.56%),2 (0.11),←,
28,"Ellis-Yolmen, Cam",25y 188d,27 (13-0-14 48.15%),13 (0.48),←,
7,"Gallucci, Jordan",20y 92d,14 (9-0-5 64.29%),11 (0.79),←,
6,"Gibbs, Bryce",29y 142d,250 (105-2-143 42.40%),146 (0.58),19 (10-0-9 52.63%),9 (0.47)
1,"Greenwood, Hugh",26y 151d,34 (20-1-13 60.29%),23 (0.68),←,
24,"Jacobs, Sam",30y 116d,193 (108-1-84 56.22%),48 (0.25),176 (101-1-74 57.67%),45 (0.26)
4,"Jenkins, Josh",29y 177d,133 (78-1-54 59.02%),261 (1.96),←,
42,"Keath, Alex",26y 196d,10 (6-1-3 65.00%),,←,
3,"Knight, Riley",23y 130d,37 (27-1-9 74.32%),25 (0.68),←,
29,"Laird, Rory",24y 218d,118 (72-1-45 61.44%),11 (0.09),←,
27,"Lynch, Tom",27y 323d,120 (75-1-44 62.92%),168 (1.40),114 (71-1-42 62.72%),164 (1.44)
14,"Mackay, David",30y 10d,199 (119-1-79 60.05%),56 (0.28),←,
30,"Milera, Wayne",20y 324d,40 (26-1-13 66.25%),14 (0.35),←,
44,"Murphy, Lachlan",19y 243d,10 (6-0-4 60.00%),10 (1.00),←,
9,"Sloane, Rory",28y 140d,175 (103-1-71 59.14%),111 (0.63),←,
33,"Smith, Brodie",26y 202d,144 (89-1-54 62.15%),47 (0.33),←,
12,"Talia, Daniel",26y 306d,164 (98-1-65 60.06%),6 (0.04),←,
13,"Walker, Taylor",28y 101d,166 (96-1-69 58.13%),382 (2.30),←,
Totals,Totals,25y 344d,2437 (1383-21-1033 56.75%),1959 (0.80),,
C,"Pyke, Don",49y 242d,68 (44-1-23 65.44%),,←,
