Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",27y 233d,214 (144-1-69 67.52%),30 (0.14),←,
22,"Breust, Luke",24y 311d,114 (91-0-23 79.82%),223 (1.96),←,
9,"Burgoyne, Shaun",32y 332d,293 (201-1-91 68.77%),244 (0.83),136 (104-1-31 76.84%),73 (0.54)
8,"Duryea, Taylor",24y 147d,61 (48-0-13 78.69%),11 (0.18),←,
12,"Frawley, James",26y 363d,155 (45-1-109 29.35%),24 (0.15),16 (11-0-5 68.75%),6 (0.38)
6,"Gibson, Josh",31y 189d,188 (121-2-65 64.89%),2 (0.01),123 (92-1-30 75.20%),
20,"Hale, David",31y 119d,235 (140-2-93 60.00%),216 (0.92),106 (84-0-22 79.25%),97 (0.92)
40,"Hartung, Billy",20y 237d,26 (19-0-7 73.08%),14 (0.54),←,
10,"Hill, Bradley",22y 71d,73 (58-0-15 79.45%),45 (0.62),←,
15,"Hodge, Luke",31y 95d,269 (159-1-109 59.29%),187 (0.70),←,
17,"Lake, Brian",33y 203d,249 (132-2-115 53.41%),34 (0.14),52 (42-0-10 80.77%),2 (0.04)
3,"Lewis, Jordan",29y 147d,238 (150-1-87 63.24%),133 (0.56),←,
7,"McEvoy, Ben",26y 69d,121 (71-2-48 59.50%),43 (0.36),30 (20-0-10 66.67%),16 (0.53)
5,"Mitchell, Sam",32y 341d,283 (172-1-110 60.95%),67 (0.24),←,
28,"Puopolo, Paul",27y 290d,109 (86-0-23 78.90%),98 (0.90),←,
33,"Rioli, Cyril",26y 66d,155 (107-1-47 69.35%),216 (1.39),←,
2,"Roughead, Jarryd",28y 238d,229 (148-1-80 64.85%),488 (2.13),←,
25,"Schoenmakers, Ryan",24y 314d,93 (59-0-34 63.44%),25 (0.27),←,
26,"Shiels, Liam",24y 142d,122 (91-0-31 74.59%),43 (0.35),←,
16,"Smith, Isaac",26y 262d,109 (87-0-22 79.82%),98 (0.90),←,
24,"Stratton, Ben",26y 201d,115 (82-1-32 71.74%),1 (0.01),←,
4,"Suckling, Matt",27y 55d,100 (73-0-27 73.00%),48 (0.48),←,
Totals,Totals,27y 234d,3551 (2284-17-1250 64.32%),2290 (0.64),,
C,"Clarkson, Alastair",47y 144d,257 (161-1-95 62.84%),,←,
