Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
49,"Betheras, Rupert",23y 221d,8 (1-0-7 12.50%),5 (0.63),←,
26,"Brown, Gavin",31y 280d,232 (108-5-119 47.63%),170 (0.73),←,
5,"Buckley, Nathan",26y 341d,134 (49-2-83 37.31%),131 (0.98),114 (45-2-67 40.35%),110 (0.96)
17,"Burns, Scott",24y 191d,81 (30-1-50 37.65%),33 (0.41),←,
28,"Crosisca, Gavin",30y 290d,234 (119-5-110 51.92%),64 (0.27),←,
9,"Freeborn, Glenn",26y 146d,69 (40-0-29 57.97%),36 (0.52),14 (2-0-12 14.29%),9 (0.64)
11,"Fuller, Brad",20y 328d,18 (6-0-12 33.33%),12 (0.67),←,
43,"Godden, Luke",20y 284d,33 (9-0-24 27.27%),,←,
38,"Jacotine, Craig",19y 11d,10 (2-0-8 20.00%),6 (0.60),←,
40,"King, Clinton",21y 100d,29 (9-0-20 31.03%),12 (0.41),20 (4-0-16 20.00%),8 (0.40)
33,"Lane, Tyson",22y 311d,31 (11-0-20 35.48%),36 (1.16),12 (2-0-10 16.67%),17 (1.42)
24,"Lockyer, Tarkyn",19y 245d,7 (2-0-5 28.57%),1 (0.14),←,
48,"Michael, Mal",22y 8d,38 (14-0-24 36.84%),3 (0.08),←,
1,"Monkhorst, Damian",29y 315d,201 (106-4-91 53.73%),45 (0.22),←,
35,"Prestigiacomo, Simon",21y 152d,40 (12-0-28 30.00%),2 (0.05),←,
46,"Raso, Frankie",19y 293d,15 (4-0-11 26.67%),1 (0.07),←,
3,"Richardson, Mark",26y 244d,93 (40-1-52 43.55%),66 (0.71),←,
23,"Rocca, Anthony",21y 321d,70 (28-0-42 40.00%),76 (1.09),48 (17-0-31 35.42%),65 (1.35)
36,"Rocca, Saverio",25y 224d,142 (63-2-77 45.07%),477 (3.36),←,
20,"Tarrant, Chris",18y 287d,19 (6-0-13 31.58%),12 (0.63),←,
21,"Tuckey, Brent",19y 309d,6 (1-0-5 16.67%),,←,
16,"Wasley, James",19y 348d,11 (1-0-10 9.09%),2 (0.18),←,
Totals,Totals,23y 139d,1521 (661-20-840 43.46%),1190 (0.78),,
C,"Shaw, Tony",38y 344d,80 (28-0-52 35.00%),,←,
